date,code,action,buy_price,sell_price,ret,buy_date,amount_est
2022-02-10,251340,BUY,4715.0,0.0,0.0,,5275
2022-02-11,122630,SELL,20195.0,20700.0,2.2,2022-02-04,0
2022-02-16,251340,SELL,4715.0,4902.75,3.68,2022-02-10,0
2022-02-17,251340,BUY,4879.0,0.0,0.0,,7467
2022-02-18,251340,SELL,4879.0,4890.25,-0.07,2022-02-17,0
2022-02-23,251340,BUY,4870.0,0.0,0.0,,3366
2022-02-25,251340,SELL,4870.0,4794.75,-1.84,2022-02-23,0
2022-02-28,233740,BUY,10918.0,0.0,0.0,,3583
2022-03-04,233740,SELL,10918.0,11651.25,6.41,2022-02-28,0
2022-03-10,252670,BUY,2560.0,0.0,0.0,,11161
2022-03-11,122630,BUY,19245.0,0.0,0.0,,4445
2022-03-18,252670,SELL,2560.0,2520.0,-1.86,2022-03-10,0
2022-03-18,122630,SELL,19245.0,19755.0,2.35,2022-03-11,0
2022-03-22,233740,BUY,11958.0,0.0,0.0,,4840
2022-03-25,233740,SELL,11958.0,12091.25,0.81,2022-03-22,0
2022-03-29,233740,BUY,11996.0,0.0,0.0,,4844
2022-04-06,233740,SELL,11996.0,12173.0,1.17,2022-03-29,0
2022-04-08,233740,BUY,12007.0,0.0,0.0,,4868
2022-04-11,233740,SELL,12007.0,11873.75,-1.41,2022-04-08,0
2022-04-13,252670,BUY,2595.0,0.0,0.0,,22368
2022-04-15,251340,BUY,4589.0,0.0,0.0,,12611
2022-04-19,251340,SELL,4589.0,4542.5,-1.31,2022-04-15,0
2022-04-21,251340,BUY,4516.0,0.0,0.0,,12647
2022-04-22,252670,SELL,2595.0,2575.0,-1.07,2022-04-13,0
2022-04-26,251340,SELL,4516.0,4635.5,2.34,2022-04-21,0
2022-04-26,252670,BUY,2640.0,0.0,0.0,,21752
2022-04-27,122630,BUY,18020.0,0.0,0.0,,3243
2022-04-28,122630,SELL,18020.0,18395.0,1.78,2022-04-27,0
2022-04-29,122630,BUY,18585.0,0.0,0.0,,3200
2022-05-02,252670,SELL,2640.0,2620.0,-1.06,2022-04-26,0
2022-05-02,122630,SELL,18585.0,18775.0,0.72,2022-04-29,0
2022-05-04,251340,BUY,4640.0,0.0,0.0,,16377
2022-05-09,252670,BUY,2690.0,0.0,0.0,,15147
2022-05-10,251340,SELL,4640.0,4950.0,6.37,2022-05-04,0
2022-05-12,122630,BUY,17500.0,0.0,0.0,,4618
2022-05-18,122630,SELL,17500.0,18515.0,5.49,2022-05-12,0
2022-05-19,252670,SELL,2690.0,2775.0,2.86,2022-05-09,0
2022-05-19,233740,BUY,10109.712806026366,0.0,0.0,,4409
2022-05-24,233740,SELL,10109.712806026366,10898.75,7.49,2022-05-19,0
2022-05-25,233740,BUY,10886.0,0.0,0.0,,4202
2022-05-27,233740,SELL,10886.0,10796.25,-1.12,2022-05-25,0
2022-06-09,233740,BUY,10359.0,0.0,0.0,,1256
2022-06-13,233740,SELL,10359.0,9742.5,-6.24,2022-06-09,0
2022-06-13,252670,BUY,2855.0,0.0,0.0,,40971
2022-06-16,251340,BUY,5016.0,0.0,0.0,,2432
2022-06-17,251340,SELL,5016.0,5051.0,0.4,2022-06-16,0
2022-06-20,251340,BUY,5020.0,0.0,0.0,,2440
2022-06-24,251340,SELL,5020.0,5335.25,5.97,2022-06-20,0
2022-06-27,122630,BUY,14940.0,0.0,0.0,,868
2022-07-01,122630,SELL,14940.0,14460.0,-3.51,2022-06-27,0
2022-07-01,251340,BUY,5355.0,0.0,0.0,,2339
2022-07-05,251340,SELL,5355.0,5333.75,-0.7,2022-07-01,0
2022-07-06,122630,BUY,14245.0,0.0,0.0,,873
2022-07-07,122630,SELL,14245.0,14020.0,-1.88,2022-07-06,0
2022-07-08,122630,BUY,14580.0,0.0,0.0,,837
2022-07-15,122630,SELL,14580.0,14290.0,-2.29,2022-07-08,0
2022-07-19,252670,SELL,2855.0,3185.0,11.24,2022-06-13,0
2022-07-19,233740,BUY,8474.0,0.0,0.0,,8392
2022-07-22,233740,SELL,8474.0,8821.25,3.79,2022-07-19,0
2022-07-25,233740,BUY,8693.0,0.0,0.0,,8336
2022-07-28,233740,SELL,8693.0,9060.0,3.92,2022-07-25,0
2022-08-03,233740,BUY,9088.0,0.0,0.0,,8130
2022-08-10,233740,SELL,9088.0,9779.0,7.29,2022-08-03,0
2022-08-25,122630,BUY,15430.0,0.0,0.0,,4963
2022-08-26,122630,SELL,15430.0,15835.0,2.32,2022-08-25,0
2022-08-26,251340,BUY,4856.0,0.0,0.0,,15953
2022-08-30,251340,SELL,4856.0,4994.0,2.54,2022-08-26,0
2022-08-31,122630,BUY,14980.0,0.0,0.0,,5237
2022-09-01,122630,SELL,14980.0,15095.0,0.47,2022-08-31,0
2022-09-01,251340,BUY,4960.0,0.0,0.0,,15854
2022-09-05,252670,BUY,3175.0,0.0,0.0,,24693
2022-09-08,251340,SELL,4960.0,5017.0,0.85,2022-09-01,0
2022-09-13,122630,BUY,14790.0,0.0,0.0,,5361
2022-09-14,252670,SELL,3175.0,3195.0,0.33,2022-09-05,0
2022-09-14,122630,SELL,14790.0,14290.0,-3.68,2022-09-13,0
2022-09-14,233740,BUY,8362.532731376976,0.0,0.0,,6499
2022-09-15,233740,SELL,8362.532731376976,8280.0,-1.29,2022-09-14,0
2022-09-15,251340,BUY,5015.0,0.0,0.0,,20080
2022-09-16,122630,BUY,14090.0,0.0,0.0,,3807
2022-09-20,122630,SELL,14090.0,14160.0,0.2,2022-09-16,0
2022-09-21,122630,BUY,13895.0,0.0,0.0,,3868
2022-09-22,251340,SELL,5015.0,5285.0,5.08,2022-09-15,0
2022-09-22,122630,SELL,13895.0,13465.0,-3.39,2022-09-21,0
2022-09-22,252670,BUY,3430.0,0.0,0.0,,15142
2022-09-23,251340,BUY,5330.0,0.0,0.0,,19850
2022-09-27,251340,SELL,5330.0,5540.5,3.64,2022-09-23,0
2022-09-28,251340,BUY,5659.0,0.0,0.0,,19377
2022-10-04,251340,SELL,5659.0,5535.75,-2.47,2022-09-28,0
2022-10-05,122630,BUY,12815.0,0.0,0.0,,8345
2022-10-12,122630,SELL,12815.0,12055.0,-6.22,2022-10-05,0
2022-10-13,122630,BUY,12200.0,0.0,0.0,,8221
2022-10-19,252670,SELL,3430.0,3550.0,3.19,2022-09-22,0
2022-10-19,122630,SELL,12200.0,12805.0,4.65,2022-10-13,0
2022-11-02,122630,BUY,13600.0,0.0,0.0,,5837
2022-11-04,122630,SELL,13600.0,13415.0,-1.66,2022-11-02,0
2022-11-07,122630,BUY,13810.0,0.0,0.0,,5701
2022-11-10,233740,BUY,6842.0,0.0,0.0,,11474
2022-11-17,122630,SELL,13810.0,15200.0,9.75,2022-11-07,0
2022-11-18,233740,SELL,6842.0,7433.0,8.32,2022-11-10,0
2022-12-05,233740,BUY,7281.0,0.0,0.0,,11790
2022-12-06,233740,SELL,7281.0,6973.25,-4.52,2022-12-05,0
2022-12-08,233740,BUY,6938.0,0.0,0.0,,12093
2022-12-13,233740,SELL,6938.0,6870.0,-1.28,2022-12-08,0
2022-12-13,122630,BUY,14295.0,0.0,0.0,,5851
2022-12-13,251340,BUY,5305.0,0.0,0.0,,2
2022-12-14,251340,SELL,5305.0,5250.5,-1.33,2022-12-13,0
2022-12-14,233740,BUY,6961.0,0.0,0.0,,8342
2022-12-15,122630,SELL,14295.0,14260.0,-0.54,2022-12-13,0
2022-12-20,233740,SELL,6961.0,6632.5,-5.01,2022-12-14,0
2022-12-20,122630,BUY,13720.0,0.0,0.0,,7868
2022-12-21,122630,SELL,13720.0,13720.0,-0.3,2022-12-20,0
2022-12-21,251340,BUY,5444.0,0.0,0.0,,19466
2022-12-22,251340,SELL,5444.0,5337.0,-2.26,2022-12-21,0
2022-12-22,122630,BUY,13615.0,0.0,0.0,,4173
2022-12-26,122630,SELL,13615.0,13375.0,-2.06,2022-12-22,0
2022-12-27,233740,BUY,6750.0,0.0,0.0,,8269
2022-12-28,233740,SELL,6750.0,6593.75,-2.61,2022-12-27,0
2022-12-28,122630,BUY,13460.0,0.0,0.0,,7683
2022-12-29,122630,SELL,13460.0,13100.0,-2.97,2022-12-28,0
2023-01-02,251340,BUY,5571.0,0.0,0.0,,18078
2023-01-04,251340,SELL,5571.0,5595.75,0.14,2023-01-02,0
2023-01-05,122630,BUY,13310.0,0.0,0.0,,5826
2023-01-06,122630,SELL,13310.0,13205.0,-1.09,2023-01-05,0
2023-01-09,233740,BUY,6531.0,0.0,0.0,,8266
2023-01-10,233740,SELL,6531.0,6353.75,-3.01,2023-01-09,0
2023-01-13,122630,BUY,14660.0,0.0,0.0,,5205
2023-01-19,122630,SELL,14660.0,14455.0,-1.7,2023-01-13,0
2023-01-19,233740,BUY,6362.0,0.0,0.0,,11893
2023-01-25,122630,BUY,15310.0,0.0,0.0,,4927
2023-01-30,233740,SELL,6362.0,6964.75,9.16,2023-01-19,0
2023-01-31,233740,BUY,6868.0,0.0,0.0,,12025
2023-02-01,122630,SELL,15310.0,15310.0,-0.3,2023-01-25,0
2023-02-10,233740,SELL,6868.0,7879.5,14.41,2023-01-31,0
2023-02-13,233740,BUY,7858.0,0.0,0.0,,14056
2023-02-15,233740,SELL,7858.0,8041.5,2.03,2023-02-13,0
2023-02-16,233740,BUY,8144.0,0.0,0.0,,13741
2023-02-22,233740,SELL,8144.0,8303.0,1.65,2023-02-16,0
2023-02-28,233740,BUY,8326.5,0.0,0.0,,13584
2023-03-02,233740,SELL,8326.5,8390.75,0.47,2023-02-28,0
2023-03-02,122630,BUY,14770.0,0.0,0.0,,4106
2023-03-03,122630,SELL,14770.0,15000.0,1.25,2023-03-02,0
2023-03-03,233740,BUY,8534.5,0.0,0.0,,13352
2023-03-09,233740,SELL,8534.5,9034.5,5.55,2023-03-03,0
2023-03-15,252670,BUY,3055.0,0.0,0.0,,29727
2023-03-16,122630,BUY,13890.0,0.0,0.0,,6518
2023-03-23,252670,SELL,3055.0,3000.0,-2.1,2023-03-15,0
2023-03-23,122630,SELL,13890.0,14410.0,3.44,2023-03-16,0
2023-03-23,233740,BUY,9057.0,0.0,0.0,,13122
2023-04-12,233740,SELL,9057.0,11861.0,30.61,2023-03-23,0
2023-04-12,122630,BUY,16175.0,0.0,0.0,,3939
2023-04-13,233740,BUY,11644.0,0.0,0.0,,13327
2023-04-19,233740,SELL,11644.0,11908.0,1.96,2023-04-13,0
2023-04-21,122630,SELL,16175.0,16320.0,0.6,2023-04-12,0
2023-04-28,251340,BUY,4121.0,0.0,0.0,,18910
2023-05-04,251340,SELL,4121.0,4153.5,0.49,2023-04-28,0
2023-05-08,251340,BUY,4119.0,0.0,0.0,,27073
2023-05-17,251340,SELL,4119.0,4302.25,4.14,2023-05-08,0
2023-05-18,251340,BUY,4215.0,0.0,0.0,,27005
2023-05-22,251340,SELL,4215.0,4179.0,-1.15,2023-05-18,0
2023-05-26,233740,BUY,10607.0,0.0,0.0,,13870
2023-06-05,233740,SELL,10607.0,11149.25,4.8,2023-05-26,0
2023-06-07,233740,BUY,11185.5,0.0,0.0,,13563
2023-06-08,233740,SELL,11185.5,11210.25,-0.08,2023-06-07,0
2023-06-09,233740,BUY,11465.0,0.0,0.0,,13226
2023-06-14,233740,SELL,11465.0,12018.5,4.52,2023-06-09,0
2023-06-20,233740,BUY,11630.5,0.0,0.0,,13421
2023-06-21,233740,SELL,11630.5,11311.0,-3.04,2023-06-20,0
2023-06-26,233740,BUY,11193.0,0.0,0.0,,13669
2023-06-27,233740,SELL,11193.0,10991.25,-2.1,2023-06-26,0
2023-06-28,251340,BUY,4024.0,0.0,0.0,,20194
2023-06-30,251340,SELL,4024.0,4045.5,0.23,2023-06-28,0
2023-07-14,233740,BUY,12122.0,0.0,0.0,,12460
2023-07-26,233740,SELL,12122.0,14911.5,22.68,2023-07-14,0
2023-07-28,233740,BUY,13226.5,0.0,0.0,,13102
2023-08-01,233740,SELL,13226.5,14747.25,11.18,2023-07-28,0
2023-08-14,251340,BUY,3618.0,0.0,0.0,,27666
2023-08-17,251340,SELL,3618.0,3703.5,2.06,2023-08-14,0
2023-08-18,252670,BUY,2740.0,0.0,0.0,,52565
2023-08-21,122630,BUY,15855.0,0.0,0.0,,9057
2023-08-30,122630,SELL,15855.0,16550.0,4.08,2023-08-21,0
2023-09-01,252670,SELL,2740.0,2625.0,-4.49,2023-08-18,0
2023-09-06,233740,BUY,12850.0,0.0,0.0,,14540
2023-09-06,251340,BUY,3612.0,0.0,0.0,,19443
2023-09-07,233740,SELL,12850.0,12167.5,-5.6,2023-09-06,0
2023-09-08,251340,SELL,3612.0,3655.25,0.9,2023-09-06,0
2023-09-11,251340,BUY,3661.0,0.0,0.0,,37913
2023-09-14,251340,SELL,3661.0,3715.5,1.19,2023-09-11,0
2023-09-19,251340,BUY,3752.0,0.0,0.0,,37213
2023-09-20,251340,SELL,3752.0,3727.25,-0.96,2023-09-19,0
2023-09-25,251340,BUY,3840.0,0.0,0.0,,47042
2023-09-26,122630,BUY,16025.0,0.0,0.0,,6044
2023-09-27,251340,SELL,3840.0,3947.0,2.48,2023-09-25,0
2023-09-27,122630,SELL,16025.0,15495.0,-3.6,2023-09-26,0
2023-09-27,252670,BUY,2765.0,0.0,0.0,,33769
2023-10-10,252670,SELL,2765.0,2790.0,0.6,2023-09-27,0
2023-10-10,122630,BUY,15195.0,0.0,0.0,,9196
2023-10-10,251340,BUY,3991.0,0.0,0.0,,34908
2023-10-11,251340,SELL,3991.0,3992.25,-0.27,2023-10-10,0
2023-10-13,122630,SELL,15195.0,15505.0,1.74,2023-10-10,0
2023-10-13,251340,BUY,3934.0,0.0,0.0,,46515
2023-10-16,251340,SELL,3934.0,3988.5,1.08,2023-10-13,0
2023-10-18,251340,BUY,4008.0,0.0,0.0,,45977
2023-10-23,252670,BUY,2890.0,0.0,0.0,,34188
2023-10-24,251340,SELL,4008.0,4153.75,3.33,2023-10-18,0
2023-10-25,251340,BUY,4166.0,0.0,0.0,,45705
2023-11-02,251340,SELL,4166.0,4274.75,2.31,2023-10-25,0
2023-11-03,251340,BUY,4224.0,0.0,0.0,,46115
2023-11-06,252670,SELL,2890.0,2760.0,-4.79,2023-10-23,0
2023-11-06,251340,SELL,4224.0,3929.75,-7.26,2023-11-03,0
2023-11-07,122630,BUY,15800.0,0.0,0.0,,8707
2023-11-08,122630,SELL,15800.0,15725.0,-0.77,2023-11-07,0
2023-11-16,122630,BUY,16105.0,0.0,0.0,,8509
2023-11-21,122630,SELL,16105.0,16350.0,1.22,2023-11-16,0
2023-11-22,122630,BUY,16100.0,0.0,0.0,,8564
2023-11-22,233740,BUY,9675.0,0.0,0.0,,14209
2023-11-24,233740,SELL,9675.0,9668.75,-0.36,2023-11-22,0
2023-11-27,122630,SELL,16100.0,16115.0,-0.21,2023-11-22,0
2023-11-27,233740,BUY,9658.0,0.0,0.0,,8541
2023-12-04,233740,SELL,9658.0,10252.5,5.85,2023-11-27,0
2023-12-06,233740,BUY,10013.0,0.0,0.0,,9780
2023-12-07,233740,SELL,10013.0,9802.5,-2.4,2023-12-06,0
2023-12-08,233740,BUY,10018.0,0.0,0.0,,4846
2023-12-13,233740,SELL,10018.0,10297.75,2.49,2023-12-08,0
2023-12-21,122630,BUY,17470.0,0.0,0.0,,7975
2023-12-27,233740,BUY,11033.0,0.0,0.0,,12592
2024-01-04,122630,SELL,17470.0,17610.0,0.5,2023-12-21,0
2024-01-10,233740,SELL,11033.0,11169.5,0.94,2023-12-27,0
2024-01-11,233740,BUY,11305.0,0.0,0.0,,16137
2024-01-12,233740,SELL,11305.0,11075.75,-2.32,2024-01-11,0
2024-01-16,122630,BUY,16550.0,0.0,0.0,,8351
2024-01-17,122630,SELL,16550.0,16395.0,-1.24,2024-01-16,0
2024-01-17,251340,BUY,3723.0,0.0,0.0,,47963
2024-01-22,122630,BUY,16400.0,0.0,0.0,,5837
2024-01-26,251340,SELL,3723.0,3947.25,5.71,2024-01-17,0
2024-01-29,251340,BUY,3868.0,0.0,0.0,,48802
2024-01-30,122630,SELL,16400.0,16725.0,1.68,2024-01-22,0
2024-02-01,251340,SELL,3868.0,3959.75,2.07,2024-01-29,0
2024-02-02,233740,BUY,9452.0,0.0,0.0,,10754
2024-02-05,233740,SELL,9452.0,9387.5,-0.98,2024-02-02,0
2024-02-05,122630,BUY,17795.0,0.0,0.0,,10584
2024-02-15,122630,SELL,17795.0,18190.0,1.92,2024-02-05,0
2024-02-20,122630,BUY,18590.0,0.0,0.0,,7881
2024-02-21,122630,SELL,18590.0,18260.0,-2.07,2024-02-20,0
2024-02-26,233740,BUY,11140.5,0.0,0.0,,16920
2024-02-27,233740,SELL,11140.5,11140.0,-0.3,2024-02-26,0
2024-02-28,233740,BUY,11083.5,0.0,0.0,,13579
2024-03-07,233740,SELL,11083.5,11620.75,4.54,2024-02-28,0
2024-03-08,233740,BUY,11825.0,0.0,0.0,,16285
2024-03-20,233740,SELL,11825.0,12715.75,7.22,2024-03-08,0
2024-03-21,233740,BUY,13083.5,0.0,0.0,,15409
2024-03-22,122630,BUY,19945.0,0.0,0.0,,5420
2024-03-29,233740,SELL,13083.5,13580.0,3.49,2024-03-21,0
2024-04-01,233740,BUY,13599.0,0.0,0.0,,15341
2024-04-02,233740,SELL,13599.0,13167.0,-3.47,2024-04-01,0
2024-04-03,122630,SELL,19945.0,20050.0,0.23,2024-03-22,0
2024-04-04,233740,BUY,12434.5,0.0,0.0,,16215
2024-04-11,233740,SELL,12434.5,11240.0,-9.89,2024-04-04,0
2024-04-17,251340,BUY,3568.0,0.0,0.0,,40676
2024-04-18,251340,SELL,3568.0,3568.75,-0.28,2024-04-17,0
2024-04-19,122630,BUY,18015.0,0.0,0.0,,8044
2024-04-19,251340,BUY,3581.0,0.0,0.0,,32332
2024-04-22,122630,SELL,18015.0,18110.0,0.23,2024-04-19,0
2024-04-23,122630,BUY,18280.0,0.0,0.0,,9517
2024-04-29,251340,SELL,3581.0,3400.5,-5.33,2024-04-19,0
2024-04-30,122630,SELL,18280.0,18980.0,3.52,2024-04-23,0
2024-05-02,233740,BUY,11874.0,0.0,0.0,,12217
2024-05-03,233740,SELL,11874.0,11885.75,-0.2,2024-05-02,0
2024-05-16,251340,BUY,3469.0,0.0,0.0,,16710
2024-05-23,233740,BUY,10518.0,0.0,0.0,,15426
2024-05-24,251340,SELL,3469.0,3670.75,5.51,2024-05-16,0
2024-05-29,233740,SELL,10518.0,10382.5,-1.59,2024-05-23,0
2024-06-03,122630,BUY,18580.0,0.0,0.0,,7816
2024-06-04,233740,BUY,10335.0,0.0,0.0,,9823
2024-06-07,122630,SELL,18580.0,19425.0,4.24,2024-06-03,0
2024-06-13,233740,SELL,10335.0,11541.25,11.35,2024-06-04,0
2024-06-17,233740,BUY,11030.0,0.0,0.0,,13968
2024-06-18,233740,SELL,11030.0,11013.75,-0.45,2024-06-17,0
2024-06-19,233740,BUY,11114.0,0.0,0.0,,13832
2024-06-20,233740,SELL,11114.0,10878.75,-2.41,2024-06-19,0
2024-06-20,122630,BUY,20750.0,0.0,0.0,,7386
2024-06-25,122630,SELL,20750.0,20230.0,-2.8,2024-06-20,0
2024-06-26,251340,BUY,3583.0,0.0,0.0,,41789
2024-06-27,251340,SELL,3583.0,3594.0,0.01,2024-06-26,0
2024-06-28,251340,BUY,3598.0,0.0,0.0,,41616
2024-07-01,251340,SELL,3598.0,3582.75,-0.72,2024-06-28,0
2024-07-01,233740,BUY,10547.0,0.0,0.0,,14154
2024-07-02,233740,SELL,10547.0,10727.5,1.41,2024-07-01,0
2024-07-08,122630,BUY,22165.0,0.0,0.0,,6778
2024-07-12,233740,BUY,11392.5,0.0,0.0,,13149
2024-07-15,122630,SELL,22165.0,22040.0,-0.86,2024-07-08,0
2024-07-16,233740,SELL,11392.5,11346.5,-0.7,2024-07-12,0
2024-07-22,251340,BUY,3578.0,0.0,0.0,,21664
2024-07-24,251340,SELL,3578.0,3632.25,1.21,2024-07-22,0
2024-07-24,122630,BUY,20250.0,0.0,0.0,,10873
2024-07-26,122630,SELL,20250.0,19685.0,-3.09,2024-07-24,0
2024-07-29,122630,BUY,20025.0,0.0,0.0,,7298
2024-07-31,233740,BUY,10189.0,0.0,0.0,,10025
2024-07-31,251340,BUY,3665.0,0.0,0.0,,11886
2024-08-01,251340,SELL,3665.0,3595.75,-2.19,2024-07-31,0
2024-08-02,233740,SELL,10189.0,9985.0,-2.3,2024-07-31,0
2024-08-02,251340,BUY,3668.0,0.0,0.0,,4537
2024-08-05,122630,SELL,20025.0,18030.0,-10.25,2024-07-29,0
2024-08-05,252670,BUY,2185.0,0.0,0.0,,117601
2024-08-07,251340,SELL,3668.0,3832.0,4.16,2024-08-02,0
2024-08-08,252670,SELL,2185.0,2285.0,4.27,2024-08-05,0
2024-08-08,122630,BUY,16415.0,0.0,0.0,,8701
2024-08-08,233740,BUY,8676.263157894737,0.0,0.0,,11507
2024-08-13,233740,SELL,8676.263157894737,9075.0,4.29,2024-08-08,0
2024-08-19,122630,SELL,16415.0,18960.0,15.18,2024-08-08,0
2024-08-21,233740,BUY,9505.0,0.0,0.0,,11475
2024-08-22,233740,SELL,9505.0,9293.75,-2.52,2024-08-21,0
2024-09-05,252670,BUY,2210.0,0.0,0.0,,69884
2024-09-05,251340,BUY,3896.0,0.0,0.0,,39523
2024-09-09,251340,SELL,3896.0,4059.5,3.89,2024-09-05,0
2024-09-10,251340,BUY,4038.0,0.0,0.0,,39615
2024-09-12,251340,SELL,4038.0,3918.5,-3.25,2024-09-10,0
2024-09-13,122630,BUY,16325.0,0.0,0.0,,9480
2024-09-20,122630,SELL,16325.0,16690.0,1.93,2024-09-13,0
2024-09-23,122630,BUY,16470.0,0.0,0.0,,9578
2024-09-25,122630,SELL,16470.0,17170.0,3.94,2024-09-23,0
2024-09-26,122630,BUY,16940.0,0.0,0.0,,9679
2024-09-27,252670,SELL,2210.0,2085.0,-5.95,2024-09-05,0
2024-09-27,122630,SELL,16940.0,17635.0,3.8,2024-09-26,0
2024-10-02,233740,BUY,8996.0,0.0,0.0,,4389
2024-10-10,233740,SELL,8996.0,9579.25,6.17,2024-10-02,0
2024-10-11,233740,BUY,9561.0,0.0,0.0,,10821
2024-10-17,233740,SELL,9561.0,9020.0,-5.95,2024-10-11,0
2024-10-22,251340,BUY,3735.0,0.0,0.0,,41794
2024-10-28,251340,SELL,3735.0,3801.75,1.48,2024-10-22,0
2024-10-29,251340,BUY,3798.0,0.0,0.0,,53828
2024-10-31,251340,SELL,3798.0,3784.0,-0.67,2024-10-29,0
2024-11-01,252670,BUY,2340.0,0.0,0.0,,66914
2024-11-04,233740,BUY,8395.0,0.0,0.0,,1303
2024-11-06,233740,SELL,8395.0,8998.75,6.88,2024-11-04,0
2024-11-07,251340,BUY,3790.0,0.0,0.0,,41388
2024-11-15,251340,SELL,3790.0,4012.5,5.56,2024-11-07,0
2024-11-18,252670,SELL,2340.0,2535.0,8.02,2024-11-01,0
2024-11-19,122630,BUY,14660.0,0.0,0.0,,11432
2024-11-19,251340,BUY,4017.0,0.0,0.0,,41598
2024-11-25,122630,SELL,14660.0,15430.0,4.94,2024-11-19,0
2024-11-25,251340,SELL,4017.0,4031.0,0.05,2024-11-19,0
2024-11-26,251340,BUY,4022.0,0.0,0.0,,55523
2024-12-03,251340,SELL,4022.0,4095.25,1.52,2024-11-26,0
2024-12-03,122630,BUY,14715.0,0.0,0.0,,8136
2024-12-04,122630,SELL,14715.0,14620.0,-0.94,2024-12-03,0
2024-12-04,233740,BUY,7158.019390581718,0.0,0.0,,16909
2024-12-05,233740,SELL,7158.019390581718,6937.5,-3.38,2024-12-04,0
2024-12-05,252670,BUY,2485.0,0.0,0.0,,90249
2024-12-06,251340,BUY,4160.0,0.0,0.0,,28114
2024-12-12,251340,SELL,4160.0,4070.25,-2.45,2024-12-06,0
2024-12-13,252670,SELL,2485.0,2450.0,-1.71,2024-12-05,0
2024-12-18,233740,BUY,7065.0,0.0,0.0,,2489
2024-12-20,233740,SELL,7065.0,6548.75,-7.6,2024-12-18,0
2024-12-23,251340,BUY,4275.0,0.0,0.0,,50738
2024-12-27,252670,BUY,2560.0,0.0,0.0,,45429
2024-12-30,251340,SELL,4275.0,4231.5,-1.32,2024-12-23,0
2025-01-02,122630,BUY,13800.0,0.0,0.0,,15511
2025-01-03,122630,SELL,13800.0,13835.0,-0.05,2025-01-02,0
2025-01-03,233740,BUY,6801.0,0.0,0.0,,22054
2025-01-06,252670,SELL,2560.0,2475.0,-3.62,2024-12-27,0
2025-01-10,233740,SELL,6801.0,7433.75,8.99,2025-01-03,0
2025-01-13,233740,BUY,7350.0,0.0,0.0,,23131
2025-01-15,233740,SELL,7350.0,7468.75,1.31,2025-01-13,0
2025-01-31,233740,BUY,7831.0,0.0,0.0,,28408
2025-02-03,233740,SELL,7831.0,7515.75,-4.32,2025-01-31,0
2025-02-04,233740,BUY,7685.879725085911,0.0,0.0,,6492
2025-02-20,233740,SELL,7685.879725085911,8795.5,14.12,2025-02-04,0
2025-02-20,122630,BUY,16915.0,0.0,0.0,,16686
2025-02-21,233740,BUY,8799.5,0.0,0.0,,6471
2025-02-25,122630,SELL,16915.0,16120.0,-4.99,2025-02-20,0
2025-02-28,233740,SELL,8799.5,8656.5,-1.92,2025-02-21,0
2025-03-05,233740,BUY,8355.5,0.0,0.0,,25244
2025-03-05,251340,BUY,3712.0,0.0,0.0,,21359
2025-03-06,233740,SELL,8355.5,8305.5,-0.9,2025-03-05,0
2025-03-11,251340,SELL,3712.0,3916.5,5.2,2025-03-05,0
2025-03-13,251340,BUY,3843.0,0.0,0.0,,55264
2025-03-14,251340,SELL,3843.0,3840.0,-0.38,2025-03-13,0
2025-03-18,251340,BUY,3748.0,0.0,0.0,,13044
2025-04-01,251340,SELL,3748.0,4113.25,9.43,2025-03-18,0
2025-04-02,251340,BUY,4125.0,0.0,0.0,,52085
2025-04-03,251340,SELL,4125.0,4233.25,2.32,2025-04-02,0
2025-04-03,122630,BUY,14750.0,0.0,0.0,,7810
2025-04-04,122630,SELL,14750.0,14820.0,0.17,2025-04-03,0
2025-04-08,251340,BUY,4273.0,0.0,0.0,,51070
2025-04-11,251340,SELL,4273.0,4134.75,-3.53,2025-04-08,0
2025-04-11,122630,BUY,13820.0,0.0,0.0,,8466
2025-04-17,233740,BUY,6742.0,0.0,0.0,,1094
2025-04-22,122630,SELL,13820.0,14585.0,5.23,2025-04-11,0
2025-04-28,233740,SELL,6742.0,7132.5,5.48,2025-04-17,0
2025-04-29,233740,BUY,7143.0,0.0,0.0,,23417
2025-04-30,233740,SELL,7143.0,7003.75,-2.25,2025-04-29,0
2025-04-30,122630,BUY,15525.0,0.0,0.0,,10742
2025-05-02,233740,BUY,6955.0,0.0,0.0,,4709
2025-05-07,233740,SELL,6955.0,7017.5,0.6,2025-05-02,0
2025-05-13,233740,BUY,7113.0,0.0,0.0,,23016
2025-05-16,233740,SELL,7113.0,6993.75,-1.97,2025-05-13,0
2025-05-20,122630,SELL,15525.0,16480.0,5.84,2025-04-30,0
2025-05-20,251340,BUY,4026.0,0.0,0.0,,41914
2025-05-21,251340,SELL,4026.0,4003.5,-0.86,2025-05-20,0
2025-05-22,251340,BUY,4049.2,0.0,0.0,,18880
2025-05-26,251340,SELL,4049.2,3974.0,-2.15,2025-05-22,0
2025-05-27,251340,BUY,3980.0,0.0,0.0,,13653
2025-05-30,122630,BUY,17705.0,0.0,0.0,,15789
2025-06-02,251340,SELL,3980.0,3870.75,-3.04,2025-05-27,0
2025-06-04,122630,SELL,17705.0,17960.0,1.14,2025-05-30,0
2025-06-05,122630,BUY,18745.0,0.0,0.0,,8960
2025-06-16,122630,SELL,18745.0,20390.0,8.46,2025-06-05,0
