Date,Total_Money,Ror,Cum_Ror,Highwatermark,Drawdown,MaxDrawdown
2021-02-03,27939275.37874479,0.9934931268676509,2.793927537874476,2.9143034985494753,-0.04130522463940822,-0.08067776630925694
2021-02-04,27979055.37874479,1.0014238021373405,2.797905537874476,2.9143034985494753,-0.03994023296919258,-0.08067776630925694
2021-02-05,28045355.37874479,1.0023696296784332,2.804535537874476,2.9143034985494753,-0.03766524685216677,-0.08067776630925694
2021-02-08,28085135.37874479,1.0014184166847873,2.808513537874476,2.9143034985494753,-0.036300255181951235,-0.08067776630925694
2021-02-09,28124915.37874479,1.0014164076285745,2.8124915378744766,2.9143034985494753,-0.03493526351173559,-0.08067776630925694
2021-02-10,28183767.23674479,1.0020925168025387,2.818376723674477,2.9143034985494753,-0.03291584933509617,-0.08067776630925694
2021-02-15,28165805.32999479,0.9993626860951866,2.816580532999477,2.9143034985494753,-0.03353218551143955,-0.08067776630925694
2021-02-16,28126112.318869792,0.9985907375748732,2.812611231886977,2.9143034985494753,-0.03489419228749269,-0.08067776630925694
2021-02-17,28108188.23686979,0.9993627245103485,2.810818823686977,2.9143034985494753,-0.03550923056366817,-0.08067776630925694
2021-02-18,28022520.23686979,0.9969522048423018,2.802252023686977,2.9143034985494753,-0.03844880086040092,-0.08067776630925694
2021-02-19,28165300.23686979,1.005095187684516,2.816530023686977,2.9143034985494753,-0.03354951703251319,-0.08067776630925694
2021-02-22,28100400.23686979,0.9976957462035131,2.810040023686977,2.9143034985494753,-0.03577646422700753,-0.08067776630925694
2021-02-23,28502780.236869793,1.0143193689985972,2.8502780236869776,2.9143034985494753,-0.021969391621142087,-0.08067776630925694
2021-02-24,28619600.236869793,1.0040985475462105,2.8619600236869776,2.9143034985494753,-0.017960886671052112,-0.08067776630925694
2021-02-25,28559435.34086979,0.9978977730121299,2.855943534086977,2.9143034985494753,-0.020025355798236277,-0.08067776630925694
2021-02-26,28559435.34086979,1.0,2.855943534086977,2.9143034985494753,-0.020025355798236277,-0.08067776630925694
2021-03-02,28559435.34086979,1.0,2.855943534086977,2.9143034985494753,-0.020025355798236277,-0.08067776630925694
2021-03-03,28559435.34086979,1.0,2.855943534086977,2.9143034985494753,-0.020025355798236277,-0.08067776630925694
2021-03-04,28546700.23736979,0.9995540841985143,2.854670023736977,2.9143034985494753,-0.020462341977141252,-0.08067776630925694
2021-03-05,28339031.23736979,0.9927252887978925,2.833903123736977,2.9143034985494753,-0.02758819555084624,-0.08067776630925694
2021-03-08,28505993.15486979,1.005891588745625,2.8505993154869773,2.9143034985494753,-0.021859145107640754,-0.08067776630925694
2021-03-09,28487833.50236979,0.999362953172642,2.8487833502369773,2.9143034985494753,-0.022482266635959203,-0.08067776630925694
2021-03-10,28606638.094869792,1.004170362498437,2.8606638094869776,2.9143034985494753,-0.01840566333918059,-0.08067776630925694
2021-03-11,28594839.559869792,0.9995875595391226,2.8594839559869776,2.9143034985494753,-0.018810512559787607,-0.08067776630925694
2021-03-12,29011129.559869792,1.014558221217797,2.9011129559869775,2.9143034985494753,-0.004526138945056046,-0.08067776630925694
2021-03-15,29011207.809869792,1.0000026972407206,2.9011207809869775,2.9143034985494753,-0.004523453912421704,-0.08067776630925694
2021-03-16,29011207.809869792,1.0,2.9011207809869775,2.9143034985494753,-0.004523453912421704,-0.08067776630925694
2021-03-17,29011207.809869792,1.0,2.9011207809869775,2.9143034985494753,-0.004523453912421704,-0.08067776630925694
2021-03-18,29011207.809869792,1.0,2.9011207809869775,2.9143034985494753,-0.004523453912421704,-0.08067776630925694
2021-03-19,29001433.907155506,0.9996630990761108,2.9001433907155487,2.9143034985494753,-0.004858830880508647,-0.08067776630925694
2021-03-22,29107298.764298365,1.0036503318243426,2.9107298764298344,2.9143034985494753,-0.0012262354011582932,-0.08067776630925694
2021-03-23,29163936.059298366,1.0019458107555301,2.9163936059298345,2.9163936059298345,0.0,-0.08067776630925694
2021-03-24,29151155.213298365,0.9995617585371874,2.9151155213298345,2.9163936059298345,-0.0004382414628125719,-0.08067776630925694
2021-03-25,29188211.213298365,1.0012711674624508,2.9188211213298345,2.9188211213298345,0.0,-0.08067776630925694
2021-03-26,29236078.590798367,1.0016399558421105,2.923607859079835,2.923607859079835,0.0,-0.08067776630925694
2021-03-29,29236078.590798367,1.0,2.923607859079835,2.923607859079835,0.0,-0.08067776630925694
2021-03-30,29211849.360798366,0.9991712558192525,2.9211849360798348,2.923607859079835,-0.0008287441807475204,-0.08067776630925694
2021-03-31,28946125.417048365,0.9909035562771799,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-01,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-02,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-05,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-06,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-07,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-08,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-09,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-12,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-13,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-14,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-15,28946125.417048365,1.0,2.8946125417048347,2.923607859079835,-0.009917649278766816,-0.08067776630925694
2021-04-16,28917921.296548367,0.9990256339978618,2.8917921296548346,2.923607859079835,-0.010882351860626693,-0.08067776630925694
2021-04-19,28909724.296548367,0.9997165425579543,2.8909724296548345,2.923607859079835,-0.011162724619050657,-0.08067776630925694
2021-04-20,29395689.296548367,1.016809741767687,2.939568929654835,2.939568929654835,0.0,-0.08067776630925694
2021-04-21,28973318.08629837,0.9856315255618248,2.8973318086298354,2.939568929654835,-0.014368474438175127,-0.08067776630925694
2021-04-22,28973318.08629837,1.0,2.8973318086298354,2.939568929654835,-0.014368474438175127,-0.08067776630925694
2021-04-23,28945092.78129837,0.9990258173083273,2.8945092781298354,2.939568929654835,-0.015328659610744477,-0.08067776630925694
2021-04-26,29067222.78129837,1.0042193680608587,2.9067222781298354,2.939568929654835,-0.011173968806663215,-0.08067776630925694
2021-04-27,28981670.12629837,0.9970567310250554,2.898167012629836,2.939568929654835,-0.014084349785892125,-0.08067776630925694
2021-04-28,28981670.12629837,1.0,2.898167012629836,2.939568929654835,-0.014084349785892125,-0.08067776630925694
2021-04-29,28981670.12629837,1.0,2.898167012629836,2.939568929654835,-0.014084349785892125,-0.08067776630925694
2021-04-30,28981670.12629837,1.0,2.898167012629836,2.939568929654835,-0.014084349785892125,-0.08067776630925694
2021-05-03,28981670.12629837,1.0,2.898167012629836,2.939568929654835,-0.014084349785892125,-0.08067776630925694
