Date,Total_Money,Ror,Cum_Ror,Highwatermark,Drawdown,MaxDrawdown
2024-11-18,115765457.26982874,0.9816186182721202,11.576545726982888,11.79332330448289,-0.018381381727879953,-0.15857032235686275
2024-11-19,115592072.39132874,0.9985022744902577,11.559207239132888,11.79332330448289,-0.019851576973303975,-0.15857032235686275
2024-11-20,115730018.39132874,1.0011933863382343,11.573001839132889,11.79332330448289,-0.01868188123582193,-0.15857032235686275
2024-11-21,116434118.39132874,1.0060839876272996,11.643411839132888,11.79332330448289,-0.012711553942815867,-0.15857032235686275
2024-11-22,117749573.39132874,1.0112978482439212,11.774957339132888,11.79332330448289,-0.0015573189062849657,-0.15857032235686275
2024-11-25,118654923.86582875,1.007688779232271,11.86549238658289,11.86549238658289,0.0,-0.15857032235686275
2024-11-26,118539241.09082875,0.999025048677029,11.85392410908289,11.86549238658289,-0.000974951322970874,-0.15857032235686275
2024-11-27,118692641.09082875,1.0012940862332875,11.86926410908289,11.86926410908289,0.0,-0.15857032235686275
2024-11-28,118596766.09082875,0.999192241413462,11.859676609082891,11.86926410908289,-0.0008077585865379211,-0.15857032235686275
2024-11-29,118884391.09082875,1.0024252347638192,11.888439109082892,11.888439109082892,0.0,-0.15857032235686275
2024-12-02,120322516.09082875,1.0120968361515286,12.032251609082891,12.032251609082891,0.0,-0.15857032235686275
2024-12-03,119763996.48770377,0.9953581455801392,11.976399648770393,12.032251609082891,-0.004641854419860758,-0.15857032235686275
2024-12-04,119372729.67487136,0.9967330180663052,11.937272967487152,12.032251609082891,-0.007893671499026977,-0.15857032235686275
2024-12-05,117908164.95701471,0.9877311616996144,11.790816495701488,12.032251609082891,-0.020065663620194685,-0.15857032235686275
2024-12-06,118782717.03701471,1.007417230861992,11.87827170370149,12.032251609082891,-0.012797264417672705,-0.15857032235686275
2024-12-09,123075012.03701471,1.0361356862940123,12.30750120370149,12.30750120370149,0.0,-0.15857032235686275
2024-12-10,120658247.03701471,0.9803634794748332,12.06582470370149,12.30750120370149,-0.019636520525166845,-0.15857032235686275
2024-12-11,121169082.03701471,1.004233734639318,12.116908203701488,12.30750120370149,-0.015485921702992012,-0.15857032235686275
2024-12-12,116917023.05651471,0.9649080532012194,11.691702305651487,12.30750120370149,-0.050034437361241135,-0.15857032235686275
2024-12-13,115711484.63151471,0.9896889401262187,11.571148463151488,12.30750120370149,-0.05982958915563974,-0.15857032235686275
2024-12-16,115711484.63151471,1.0,11.571148463151488,12.30750120370149,-0.05982958915563974,-0.15857032235686275
2024-12-17,115711484.63151471,1.0,11.571148463151488,12.30750120370149,-0.05982958915563974,-0.15857032235686275
2024-12-18,115702381.37901472,0.9999213280122626,11.570238137901487,12.30750120370149,-0.05990355423067273,-0.15857032235686275
2024-12-19,115358781.37901472,0.9970303117714194,11.535878137901488,12.30750120370149,-0.06269534757940431,-0.15857032235686275
2024-12-20,115250484.56463972,0.9990612174202916,11.525048456463987,12.30750120370149,-0.06357527285897646,-0.15857032235686275
