side,entry_time,exit_time,entry,exit,stop,target,bars_held,reason,gross_pnl,net_pnl,ret_on_capital_pct
LONG,2026-03-27 02:25:00+00:00,2026-03-27 02:25:00+00:00,23854.5,23856.5,23843.341964285715,23856.5,1,target_25pct,4.0,1.6,0.016
SHORT,2026-03-27 03:42:00+00:00,2026-03-27 03:52:00+00:00,23886.0,23891.463392857142,23891.463392857142,23876.0,11,stop,-10.926785714284051,-13.326785714284052,-0.1332678571428405
SHORT,2026-03-27 04:36:00+00:00,2026-03-27 04:36:00+00:00,23899.25,23898.1875,23905.798214285714,23898.1875,1,target_25pct,2.125,-0.2749999999999999,-0.002749999999999999
SHORT,2026-03-27 04:43:00+00:00,2026-03-27 04:46:00+00:00,23902.25,23907.685714285715,23907.685714285715,23900.4375,4,stop,-10.871428571430442,-13.271428571430443,-0.13271428571430444
SHORT,2026-03-27 05:18:00+00:00,2026-03-27 05:20:00+00:00,23963.0,23951.0,23972.40357142857,23951.0,3,target_25pct,24.0,21.6,0.216
LONG,2026-03-27 05:28:00+00:00,2026-03-27 05:28:00+00:00,23940.0,23941.25,23925.844642857144,23941.25,1,target_25pct,2.5,0.10000000000000009,0.0010000000000000009
LONG,2026-03-27 06:07:00+00:00,2026-03-27 06:07:00+00:00,23921.75,23922.9375,23912.2125,23922.9375,1,target_25pct,2.375,-0.02499999999999991,-0.00024999999999999914
LONG,2026-03-27 06:55:00+00:00,2026-03-27 07:06:00+00:00,23908.0,23894.567857142858,23894.567857142858,23912.0625,12,stop,-26.86428571428405,-29.26428571428405,-0.2926428571428405
LONG,2026-03-27 07:11:00+00:00,2026-03-27 07:11:00+00:00,23891.75,23895.875,23881.117857142857,23895.875,1,target_25pct,8.25,5.85,0.0585
LONG,2026-03-27 07:33:00+00:00,2026-03-27 07:33:00+00:00,23862.5,23867.75,23851.972321428573,23867.75,1,target_25pct,10.5,8.1,0.08099999999999999
LONG,2026-03-27 08:31:00+00:00,2026-03-27 08:33:00+00:00,23806.25,23821.9375,23789.15357142857,23821.9375,3,target_25pct,31.375,28.975,0.28975
LONG,2026-03-27 08:42:00+00:00,2026-03-27 08:42:00+00:00,23794.0,23797.125,23774.458035714284,23797.125,1,target_25pct,6.25,3.85,0.038500000000000006
LONG,2026-03-27 08:55:00+00:00,2026-03-27 08:55:00+00:00,23783.75,23785.625,23767.55267857143,23785.625,1,target_25pct,3.75,1.35,0.0135
LONG,2026-03-27 08:58:00+00:00,2026-03-27 08:59:00+00:00,23782.0,23783.75,23764.95625,23783.75,2,target_25pct,3.5,1.1,0.011000000000000001
LONG,2026-03-27 09:13:00+00:00,2026-03-27 09:13:00+00:00,23745.0,23746.4375,23719.26785714286,23746.4375,1,target_25pct,2.875,0.4750000000000001,0.004750000000000001
SHORT,2026-03-27 09:29:00+00:00,2026-03-27 09:32:00+00:00,23782.25,23798.41964285714,23798.41964285714,23771.25,4,stop,-32.339285714282596,-34.739285714282595,-0.347392857142826
SHORT,2026-03-27 09:35:00+00:00,2026-03-27 09:37:00+00:00,23799.0,23782.125,23812.62232142857,23782.125,3,target_25pct,33.75,31.35,0.3135
LONG,2026-03-27 09:57:00+00:00,2026-03-27 09:59:00+00:00,23749.75,23736.704464285714,23736.704464285714,23759.875,3,stop,-26.091071428571013,-28.49107142857101,-0.28491071428571013
LONG,2026-03-27 11:00:00+00:00,2026-03-27 11:00:00+00:00,23649.25,23634.679464285713,23634.679464285713,23665.375,1,stop,-29.141071428573923,-31.54107142857392,-0.31541071428573925
LONG,2026-03-27 11:03:00+00:00,2026-03-27 11:07:00+00:00,23637.0,23618.310714285715,23618.310714285715,23652.125,5,stop,-37.37857142856956,-39.778571428569556,-0.3977857142856956
LONG,2026-03-27 11:10:00+00:00,2026-03-27 11:15:00+00:00,23630.5,23643.375,23618.0625,23643.375,6,target_25pct,25.75,23.35,0.23350000000000004
SHORT,2026-03-27 11:52:00+00:00,2026-03-27 11:52:00+00:00,23669.25,23666.125,23681.870535714286,23666.125,1,target_25pct,6.25,3.85,0.038500000000000006
LONG,2026-03-27 12:12:00+00:00,2026-03-27 12:12:00+00:00,23627.5,23632.0625,23607.527678571427,23632.0625,1,target_25pct,9.125,6.725,0.06724999999999999
SHORT,2026-03-27 13:23:00+00:00,2026-03-27 13:23:00+00:00,23627.5,23620.0625,23641.774107142857,23620.0625,1,target_25pct,14.875,12.475,0.12474999999999999
SHORT,2026-03-27 13:31:00+00:00,2026-03-27 13:31:00+00:00,23645.25,23642.0,23671.409821428573,23642.0,1,target_25pct,6.5,4.1,0.041
LONG,2026-03-27 14:41:00+00:00,2026-03-27 14:45:00+00:00,23473.0,23479.625,23444.25,23479.625,5,target_25pct,13.25,10.85,0.1085
LONG,2026-03-27 16:03:00+00:00,2026-03-27 16:03:00+00:00,23544.25,23549.125,23521.790178571428,23549.125,1,target_25pct,9.75,7.35,0.0735
LONG,2026-03-27 16:14:00+00:00,2026-03-27 16:15:00+00:00,23508.25,23518.25,23492.007142857143,23518.25,2,target_25pct,20.0,17.6,0.17600000000000002
LONG,2026-03-27 16:21:00+00:00,2026-03-27 16:21:00+00:00,23508.25,23515.4375,23488.530357142856,23515.4375,1,target_25pct,14.375,11.975,0.11975
LONG,2026-03-27 16:31:00+00:00,2026-03-27 16:32:00+00:00,23487.5,23475.898214285713,23475.898214285713,23500.125,2,stop,-23.203571428573923,-25.60357142857392,-0.25603571428573924
SHORT,2026-03-27 16:51:00+00:00,2026-03-27 16:51:00+00:00,23498.75,23496.875,23521.708035714284,23496.875,1,target_25pct,3.75,1.35,0.0135
LONG,2026-03-27 17:05:00+00:00,2026-03-27 17:06:00+00:00,23460.5,23468.5625,23447.898214285713,23468.5625,2,target_25pct,16.125,13.725,0.13725
LONG,2026-03-27 17:34:00+00:00,2026-03-27 17:40:00+00:00,23396.75,23385.350892857143,23385.350892857143,23425.3125,7,stop,-22.798214285714494,-25.198214285714492,-0.25198214285714493
LONG,2026-03-27 17:48:00+00:00,2026-03-27 17:54:00+00:00,23371.0,23358.33125,23358.33125,23386.75,7,stop,-25.337500000001455,-27.737500000001454,-0.2773750000000145
LONG,2026-03-27 18:12:00+00:00,2026-03-27 18:12:00+00:00,23341.25,23333.870535714286,23333.870535714286,23349.625,1,stop,-14.758928571427532,-17.15892857142753,-0.1715892857142753
LONG,2026-03-27 19:08:00+00:00,2026-03-27 19:09:00+00:00,23332.0,23313.44375,23313.44375,23337.6875,2,stop,-37.11250000000291,-39.51250000000291,-0.39512500000002904
LONG,2026-03-27 19:48:00+00:00,2026-03-27 19:48:00+00:00,23299.0,23301.8125,23275.757142857143,23301.8125,1,target_25pct,5.625,3.225,0.03225
LONG,2026-03-27 20:25:00+00:00,2026-03-27 20:40:00+00:00,23256.0,23268.375,23235.213392857142,23268.375,16,target_25pct,24.75,22.35,0.2235
LONG,2026-03-29 22:13:00+00:00,2026-03-29 22:15:00+00:00,23167.75,23200.625,23146.48482142857,23200.625,3,target_25pct,65.75,63.35,0.6335000000000001
LONG,2026-03-29 23:37:00+00:00,2026-03-29 23:37:00+00:00,23153.5,23155.3125,23131.126785714285,23155.3125,1,target_25pct,3.625,1.225,0.01225
LONG,2026-03-30 00:05:00+00:00,2026-03-30 00:05:00+00:00,23104.0,23112.75,23085.795535714286,23112.75,1,target_25pct,17.5,15.1,0.151
SHORT,2026-03-30 00:22:00+00:00,2026-03-30 00:22:00+00:00,23218.25,23202.6875,23250.483035714286,23202.6875,1,target_25pct,31.125,28.725,0.28725
SHORT,2026-03-30 00:30:00+00:00,2026-03-30 00:30:00+00:00,23221.0,23210.0,23262.74017857143,23210.0,1,target_25pct,22.0,19.6,0.196
LONG,2026-03-30 00:47:00+00:00,2026-03-30 00:50:00+00:00,23167.75,23146.076785714286,23146.076785714286,23181.25,4,stop,-43.34642857142899,-45.746428571428986,-0.4574642857142899
LONG,2026-03-30 00:57:00+00:00,2026-03-30 01:00:00+00:00,23155.0,23163.25,23123.651785714286,23163.25,4,target_25pct,16.5,14.1,0.14100000000000001
SHORT,2026-03-30 01:37:00+00:00,2026-03-30 01:37:00+00:00,23180.25,23174.9375,23194.09107142857,23174.9375,1,target_25pct,10.625,8.225,0.08225
SHORT,2026-03-30 01:59:00+00:00,2026-03-30 02:00:00+00:00,23198.0,23211.599107142858,23211.599107142858,23193.125,2,stop,-27.19821428571595,-29.598214285715947,-0.2959821428571595
SHORT,2026-03-30 02:53:00+00:00,2026-03-30 02:54:00+00:00,23263.5,23251.125,23275.514285714286,23251.125,2,target_25pct,24.75,22.35,0.2235
SHORT,2026-03-30 03:12:00+00:00,2026-03-30 03:15:00+00:00,23282.0,23291.654464285715,23291.654464285715,23268.9375,4,stop,-19.308928571430442,-21.70892857143044,-0.21708928571430441
SHORT,2026-03-30 03:22:00+00:00,2026-03-30 03:24:00+00:00,23292.0,23301.4625,23301.4625,23284.0625,3,stop,-18.92500000000291,-21.32500000000291,-0.21325000000002908
SHORT,2026-03-30 03:27:00+00:00,2026-03-30 03:30:00+00:00,23290.5,23284.8125,23302.253571428573,23284.8125,4,target_25pct,11.375,8.975,0.08975
SHORT,2026-03-30 04:30:00+00:00,2026-03-30 04:30:00+00:00,23338.5,23336.125,23355.254464285714,23336.125,1,target_25pct,4.75,2.35,0.023500000000000004
LONG,2026-03-30 04:53:00+00:00,2026-03-30 04:55:00+00:00,23320.0,23326.9375,23312.469642857144,23326.9375,3,target_25pct,13.875,11.475,0.11474999999999999
SHORT,2026-03-30 06:28:00+00:00,2026-03-30 06:28:00+00:00,23372.5,23379.534821428573,23379.534821428573,23366.0,1,stop,-14.069642857146391,-16.46964285714639,-0.16469642857146388
SHORT,2026-03-30 06:53:00+00:00,2026-03-30 06:53:00+00:00,23397.75,23395.4375,23410.59107142857,23395.4375,1,target_25pct,4.625,2.225,0.022250000000000002
SHORT,2026-03-30 11:11:00+00:00,2026-03-30 11:13:00+00:00,23424.0,23436.32232142857,23436.32232142857,23417.25,3,stop,-24.64464285714348,-27.04464285714348,-0.27044642857143475
SHORT,2026-03-30 11:26:00+00:00,2026-03-30 11:26:00+00:00,23454.25,23473.5125,23473.5125,23450.4375,1,stop,-38.525000000001455,-40.925000000001454,-0.40925000000001455
SHORT,2026-03-30 12:21:00+00:00,2026-03-30 12:23:00+00:00,23480.5,23488.048214285714,23488.048214285714,23471.5,3,stop,-15.096428571428987,-17.496428571428986,-0.17496428571428985
SHORT,2026-03-30 12:35:00+00:00,2026-03-30 12:50:00+00:00,23507.25,23496.875,23520.804464285713,23496.875,16,target_25pct,20.75,18.35,0.1835
LONG,2026-03-30 13:53:00+00:00,2026-03-30 13:54:00+00:00,23373.25,23348.475892857143,23348.475892857143,23404.3125,2,stop,-49.548214285714494,-51.94821428571449,-0.5194821428571449
LONG,2026-03-30 14:01:00+00:00,2026-03-30 14:10:00+00:00,23321.5,23358.0,23287.569642857143,23358.0,10,target_25pct,73.0,70.6,0.706
LONG,2026-03-30 14:46:00+00:00,2026-03-30 14:46:00+00:00,23283.0,23297.0625,23260.792857142857,23297.0625,1,target_25pct,28.125,25.725,0.25725000000000003
SHORT,2026-03-30 15:07:00+00:00,2026-03-30 15:07:00+00:00,23383.0,23370.25,23416.4875,23370.25,1,target_25pct,25.5,23.1,0.231
LONG,2026-03-30 15:20:00+00:00,2026-03-30 15:23:00+00:00,23308.75,23333.125,23288.976785714287,23333.125,4,target_25pct,48.75,46.35,0.4635
SHORT,2026-03-30 15:39:00+00:00,2026-03-30 15:39:00+00:00,23389.5,23377.9375,23418.69375,23377.9375,1,target_25pct,23.125,20.725,0.20725000000000002
SHORT,2026-03-30 15:46:00+00:00,2026-03-30 15:50:00+00:00,23389.0,23416.435714285715,23416.435714285715,23376.25,5,stop,-54.87142857143044,-57.27142857143044,-0.5727142857143044
SHORT,2026-03-30 15:54:00+00:00,2026-03-30 15:55:00+00:00,23414.75,23399.3125,23435.12767857143,23399.3125,2,target_25pct,30.875,28.475,0.28475
LONG,2026-03-30 16:11:00+00:00,2026-03-30 16:12:00+00:00,23333.5,23347.25,23310.648214285713,23347.25,2,target_25pct,27.5,25.1,0.251
LONG,2026-03-30 16:32:00+00:00,2026-03-30 16:37:00+00:00,23284.5,23295.9375,23266.99732142857,23295.9375,6,target_25pct,22.875,20.475,0.20475000000000002
LONG,2026-03-30 17:19:00+00:00,2026-03-30 17:21:00+00:00,23234.25,23215.623214285715,23215.623214285715,23245.1875,3,stop,-37.25357142856956,-39.653571428569556,-0.39653571428569556
LONG,2026-03-30 17:37:00+00:00,2026-03-30 17:39:00+00:00,23194.5,23205.4375,23169.625,23205.4375,3,target_25pct,21.875,19.475,0.19475000000000003
SHORT,2026-03-30 17:47:00+00:00,2026-03-30 17:47:00+00:00,23222.75,23242.726785714287,23242.726785714287,23219.4375,1,same_bar_stop_first,-39.95357142857392,-42.35357142857392,-0.4235357142857392
LONG,2026-03-30 18:31:00+00:00,2026-03-30 18:31:00+00:00,23164.75,23168.0,23147.44732142857,23168.0,1,target_25pct,6.5,4.1,0.041
LONG,2026-03-30 19:16:00+00:00,2026-03-30 19:25:00+00:00,23056.75,23038.16964285714,23038.16964285714,23076.375,10,stop,-37.160714285717404,-39.5607142857174,-0.395607142857174
LONG,2026-03-30 19:31:00+00:00,2026-03-30 19:32:00+00:00,23049.75,23031.182142857142,23031.182142857142,23060.375,2,stop,-37.13571428571595,-39.53571428571595,-0.39535714285715945
SHORT,2026-03-30 19:53:00+00:00,2026-03-30 19:54:00+00:00,23114.5,23134.836607142857,23134.836607142857,23101.6875,2,stop,-40.673214285714494,-43.07321428571449,-0.43073214285714495
SHORT,2026-03-30 19:59:00+00:00,2026-03-30 19:59:00+00:00,23140.5,23128.3125,23171.64642857143,23128.3125,1,target_25pct,24.375,21.975,0.21975000000000003
SHORT,2026-03-30 20:01:00+00:00,2026-03-30 20:06:00+00:00,23125.75,23114.625,23153.76517857143,23114.625,6,target_25pct,22.25,19.85,0.1985
LONG,2026-03-30 20:16:00+00:00,2026-03-30 20:55:00+00:00,23098.5,23103.5,23088.523214285713,23110.8125,40,time_exit,10.0,7.6,0.076
SHORT,2026-03-30 22:08:00+00:00,2026-03-30 22:08:00+00:00,23130.25,23129.25,23144.630357142858,23129.25,1,target_25pct,2.0,-0.3999999999999999,-0.003999999999999999
LONG,2026-03-30 22:47:00+00:00,2026-03-30 22:48:00+00:00,23110.25,23102.333035714284,23102.333035714284,23112.1875,2,stop,-15.833928571431898,-18.233928571431896,-0.18233928571431895
LONG,2026-03-30 23:11:00+00:00,2026-03-30 23:13:00+00:00,23046.25,23031.13125,23031.13125,23060.375,3,stop,-30.23750000000291,-32.63750000000291,-0.32637500000002906
LONG,2026-03-30 23:15:00+00:00,2026-03-30 23:20:00+00:00,23046.5,23058.25,23031.476785714287,23058.25,6,target_25pct,23.5,21.1,0.21100000000000002
LONG,2026-03-31 00:15:00+00:00,2026-03-31 00:16:00+00:00,23022.0,23005.260714285716,23005.260714285716,23030.4375,2,stop,-33.4785714285681,-35.8785714285681,-0.358785714285681
LONG,2026-03-31 00:21:00+00:00,2026-03-31 00:23:00+00:00,22998.75,22980.389285714286,22980.389285714286,23011.6875,3,stop,-36.72142857142899,-39.121428571428986,-0.39121428571428984
LONG,2026-03-31 00:26:00+00:00,2026-03-31 00:26:00+00:00,22997.5,23005.6875,22972.027678571427,23005.6875,1,target_25pct,16.375,13.975,0.13974999999999999
SHORT,2026-03-31 00:51:00+00:00,2026-03-31 00:58:00+00:00,23241.75,23183.0625,23276.182142857142,23183.0625,8,target_25pct,117.375,114.975,1.1497499999999998
SHORT,2026-03-31 01:04:00+00:00,2026-03-31 01:07:00+00:00,23215.75,23169.0625,23239.30267857143,23169.0625,4,target_25pct,93.375,90.975,0.90975
SHORT,2026-03-31 01:42:00+00:00,2026-03-31 02:00:00+00:00,23378.75,23332.625,23397.025,23332.625,19,target_25pct,92.25,89.85,0.8985
SHORT,2026-03-31 02:55:00+00:00,2026-03-31 02:55:00+00:00,23379.25,23377.3125,23400.72857142857,23377.3125,1,target_25pct,3.875,1.475,0.014750000000000001
SHORT,2026-03-31 03:10:00+00:00,2026-03-31 03:12:00+00:00,23380.75,23393.7875,23393.7875,23372.625,3,stop,-26.07499999999709,-28.474999999997088,-0.28474999999997086
SHORT,2026-03-31 03:15:00+00:00,2026-03-31 03:15:00+00:00,23380.5,23376.8125,23394.320535714287,23376.8125,1,target_25pct,7.375,4.975,0.04975
LONG,2026-03-31 04:31:00+00:00,2026-03-31 04:32:00+00:00,23308.25,23311.375,23295.709821428572,23311.375,2,target_25pct,6.25,3.85,0.038500000000000006
LONG,2026-03-31 05:03:00+00:00,2026-03-31 05:09:00+00:00,23283.75,23270.70625,23270.70625,23285.8125,7,stop,-26.087500000001455,-28.487500000001454,-0.28487500000001453
SHORT,2026-03-31 05:30:00+00:00,2026-03-31 05:30:00+00:00,23289.25,23280.5,23301.102678571428,23280.5,1,target_25pct,17.5,15.1,0.151
SHORT,2026-03-31 05:38:00+00:00,2026-03-31 05:45:00+00:00,23295.5,23312.17410714286,23312.17410714286,23288.5625,8,stop,-33.348214285717404,-35.7482142857174,-0.35748214285717406
SHORT,2026-03-31 05:53:00+00:00,2026-03-31 05:54:00+00:00,23332.0,23322.9375,23342.602678571428,23322.9375,2,target_25pct,18.125,15.725,0.15725
SHORT,2026-03-31 07:35:00+00:00,2026-03-31 07:36:00+00:00,23290.5,23299.79375,23299.79375,23280.0,2,stop,-18.587500000001455,-20.987500000001454,-0.20987500000001452
SHORT,2026-03-31 07:50:00+00:00,2026-03-31 07:57:00+00:00,23338.25,23353.963392857142,23353.963392857142,23320.6875,8,stop,-31.42678571428405,-33.82678571428405,-0.3382678571428405
SHORT,2026-03-31 08:02:00+00:00,2026-03-31 08:02:00+00:00,23347.5,23342.9375,23370.875,23342.9375,1,target_25pct,9.125,6.725,0.06724999999999999
LONG,2026-03-31 08:29:00+00:00,2026-03-31 08:29:00+00:00,23335.0,23339.5,23316.520535714284,23339.5,1,target_25pct,9.0,6.6,0.066
LONG,2026-03-31 09:33:00+00:00,2026-03-31 09:33:00+00:00,23317.5,23318.6875,23301.908035714285,23318.6875,1,target_25pct,2.375,-0.02499999999999991,-0.00024999999999999914
LONG,2026-03-31 09:58:00+00:00,2026-03-31 09:59:00+00:00,23302.25,23308.9375,23291.058035714286,23308.9375,2,target_25pct,13.375,10.975,0.10975
LONG,2026-03-31 10:23:00+00:00,2026-03-31 10:23:00+00:00,23302.5,23305.0,23291.748214285715,23305.0,1,target_25pct,5.0,2.6,0.026000000000000002
LONG,2026-03-31 10:48:00+00:00,2026-03-31 10:50:00+00:00,23257.0,23263.5,23238.215178571427,23263.5,3,target_25pct,13.0,10.6,0.106
SHORT,2026-03-31 11:20:00+00:00,2026-03-31 11:20:00+00:00,23348.25,23338.75,23382.814285714285,23338.75,1,target_25pct,19.0,16.6,0.16600000000000004
SHORT,2026-03-31 11:28:00+00:00,2026-03-31 11:29:00+00:00,23360.75,23346.4375,23384.864285714284,23346.4375,2,target_25pct,28.625,26.225,0.26225000000000004
SHORT,2026-03-31 11:47:00+00:00,2026-03-31 11:47:00+00:00,23366.0,23361.4375,23379.413392857143,23361.4375,1,target_25pct,9.125,6.725,0.06724999999999999
SHORT,2026-03-31 12:46:00+00:00,2026-03-31 12:48:00+00:00,23407.5,23397.75,23433.491071428572,23397.75,3,target_25pct,19.5,17.1,0.171
LONG,2026-03-31 13:06:00+00:00,2026-03-31 13:08:00+00:00,23373.0,23382.625,23358.257142857143,23382.625,3,target_25pct,19.25,16.85,0.1685
SHORT,2026-03-31 13:57:00+00:00,2026-03-31 13:57:00+00:00,23530.0,23511.4375,23570.11517857143,23511.4375,1,target_25pct,37.125,34.725,0.34725000000000006
SHORT,2026-03-31 14:04:00+00:00,2026-03-31 14:06:00+00:00,23546.0,23519.9375,23577.555357142857,23519.9375,3,target_25pct,52.125,49.725,0.49725
LONG,2026-03-31 14:59:00+00:00,2026-03-31 15:00:00+00:00,23406.0,23432.5,23370.567857142858,23432.5,2,target_25pct,53.0,50.6,0.506
SHORT,2026-03-31 15:09:00+00:00,2026-03-31 15:09:00+00:00,23484.75,23470.6875,23512.469642857144,23470.6875,1,target_25pct,28.125,25.725,0.25725000000000003
SHORT,2026-03-31 15:20:00+00:00,2026-03-31 15:20:00+00:00,23534.0,23508.0,23561.44017857143,23508.0,1,target_25pct,52.0,49.6,0.496
SHORT,2026-03-31 16:11:00+00:00,2026-03-31 16:11:00+00:00,23515.0,23503.125,23533.423214285714,23503.125,1,target_25pct,23.75,21.35,0.21350000000000002
SHORT,2026-03-31 16:20:00+00:00,2026-03-31 16:24:00+00:00,23530.25,23543.626785714285,23543.626785714285,23511.1875,5,stop,-26.753571428569558,-29.153571428569556,-0.2915357142856956
SHORT,2026-03-31 16:27:00+00:00,2026-03-31 16:32:00+00:00,23545.75,23533.875,23573.79642857143,23533.875,6,target_25pct,23.75,21.35,0.21350000000000002
SHORT,2026-03-31 16:45:00+00:00,2026-03-31 16:46:00+00:00,23779.0,23750.6875,23850.98482142857,23750.6875,2,target_25pct,56.625,54.225,0.54225
SHORT,2026-03-31 17:06:00+00:00,2026-03-31 17:09:00+00:00,23804.5,23764.5625,23857.655357142856,23764.5625,4,target_25pct,79.875,77.475,0.7747499999999999
SHORT,2026-03-31 18:40:00+00:00,2026-03-31 18:40:00+00:00,23852.75,23844.5,23870.56875,23844.5,1,target_25pct,16.5,14.1,0.14100000000000001
LONG,2026-03-31 20:48:00+00:00,2026-03-31 20:48:00+00:00,23913.0,23916.1875,23903.204464285714,23916.1875,1,target_25pct,6.375,3.975,0.03975
LONG,2026-03-31 20:53:00+00:00,2026-03-31 20:54:00+00:00,23910.25,23905.42232142857,23905.42232142857,23917.875,2,stop,-9.65535714285943,-12.05535714285943,-0.12055357142859431
LONG,2026-03-31 22:00:00+00:00,2026-03-31 22:00:00+00:00,23895.0,23892.897321428572,23892.897321428572,23908.3125,1,same_bar_stop_first,-4.205357142855064,-6.605357142855064,-0.06605357142855064
SHORT,2026-03-31 23:41:00+00:00,2026-03-31 23:41:00+00:00,23997.5,23994.625,24015.98125,23994.625,1,target_25pct,5.75,3.35,0.0335
SHORT,2026-04-01 00:01:00+00:00,2026-04-01 00:01:00+00:00,24026.75,24021.0625,24042.746428571427,24021.0625,1,target_25pct,11.375,8.975,0.08975
LONG,2026-04-01 01:40:00+00:00,2026-04-01 01:40:00+00:00,23988.0,23991.125,23979.022321428572,23991.125,1,target_25pct,6.25,3.85,0.038500000000000006
LONG,2026-04-01 01:45:00+00:00,2026-04-01 01:54:00+00:00,23977.25,23980.4375,23964.595535714285,23980.4375,10,target_25pct,6.375,3.975,0.03975
SHORT,2026-04-01 04:27:00+00:00,2026-04-01 04:28:00+00:00,23997.25,24004.32767857143,24004.32767857143,23995.125,2,stop,-14.15535714285943,-16.555357142859428,-0.16555357142859428
SHORT,2026-04-01 04:32:00+00:00,2026-04-01 04:36:00+00:00,24004.0,24001.125,24012.004464285714,24001.125,5,target_25pct,5.75,3.35,0.0335
SHORT,2026-04-01 05:21:00+00:00,2026-04-01 05:24:00+00:00,24040.25,24046.788392857143,24046.788392857143,24034.375,4,stop,-13.076785714285506,-15.476785714285507,-0.15476785714285507
SHORT,2026-04-01 05:28:00+00:00,2026-04-01 05:33:00+00:00,24053.5,24064.64017857143,24064.64017857143,24047.5,6,stop,-22.28035714285943,-24.680357142859428,-0.24680357142859427
SHORT,2026-04-01 06:39:00+00:00,2026-04-01 06:48:00+00:00,24156.25,24172.779464285715,24172.779464285715,24138.9375,10,stop,-33.05892857143044,-35.45892857143044,-0.3545892857143044
SHORT,2026-04-01 06:50:00+00:00,2026-04-01 07:01:00+00:00,24161.25,24181.101785714287,24181.101785714287,24153.125,12,stop,-39.70357142857392,-42.10357142857392,-0.4210357142857392
SHORT,2026-04-01 07:40:00+00:00,2026-04-01 07:40:00+00:00,24165.5,24163.4375,24178.886607142857,24163.4375,1,target_25pct,4.125,1.725,0.01725
LONG,2026-04-01 07:55:00+00:00,2026-04-01 07:55:00+00:00,24097.25,24084.363392857143,24084.363392857143,24113.3125,1,stop,-25.77321428571304,-28.173214285713037,-0.2817321428571304
LONG,2026-04-01 08:04:00+00:00,2026-04-01 08:04:00+00:00,24086.5,24094.5625,24058.65625,24094.5625,1,target_25pct,16.125,13.725,0.13725
LONG,2026-04-01 08:14:00+00:00,2026-04-01 08:21:00+00:00,24054.75,24078.1875,24040.79910714286,24078.1875,8,target_25pct,46.875,44.475,0.44475
SHORT,2026-04-01 08:28:00+00:00,2026-04-01 08:28:00+00:00,24095.0,24088.75,24113.15625,24088.75,1,target_25pct,12.5,10.1,0.101
LONG,2026-04-01 09:13:00+00:00,2026-04-01 09:18:00+00:00,24043.75,24023.60892857143,24023.60892857143,24047.5625,6,stop,-40.28214285714057,-42.68214285714057,-0.4268214285714057
LONG,2026-04-01 09:24:00+00:00,2026-04-01 09:25:00+00:00,24013.5,24028.4375,23998.526785714286,24028.4375,2,target_25pct,29.875,27.475,0.27475
SHORT,2026-04-01 09:40:00+00:00,2026-04-01 09:40:00+00:00,24045.5,24041.625,24058.54910714286,24041.625,1,target_25pct,7.75,5.35,0.0535
SHORT,2026-04-01 09:55:00+00:00,2026-04-01 09:55:00+00:00,24073.5,24061.6875,24083.39642857143,24061.6875,1,target_25pct,23.625,21.225,0.21225000000000002
SHORT,2026-04-01 10:53:00+00:00,2026-04-01 10:55:00+00:00,24129.75,24116.9375,24142.10357142857,24116.9375,3,target_25pct,25.625,23.225,0.23225000000000004
SHORT,2026-04-01 11:11:00+00:00,2026-04-01 11:12:00+00:00,24141.0,24152.500892857144,24152.500892857144,24131.5,2,stop,-23.001785714288417,-25.401785714288415,-0.25401785714288416
SHORT,2026-04-01 11:17:00+00:00,2026-04-01 11:19:00+00:00,24149.5,24157.784821428573,24157.784821428573,24141.3125,3,stop,-16.56964285714639,-18.96964285714639,-0.1896964285714639
LONG,2026-04-01 12:30:00+00:00,2026-04-01 12:30:00+00:00,24144.5,24134.404464285715,24134.404464285715,24153.8125,1,same_bar_stop_first,-20.191071428569558,-22.591071428569556,-0.22591071428569556
LONG,2026-04-01 13:10:00+00:00,2026-04-01 13:18:00+00:00,24053.0,24091.8125,24033.83125,24091.8125,9,target_25pct,77.625,75.225,0.75225
SHORT,2026-04-01 13:41:00+00:00,2026-04-01 13:41:00+00:00,24157.5,24151.3125,24199.592857142856,24151.3125,1,target_25pct,12.375,9.975,0.09974999999999999
SHORT,2026-04-01 14:25:00+00:00,2026-04-01 14:25:00+00:00,24176.75,24172.5625,24213.89375,24172.5625,1,target_25pct,8.375,5.975,0.05975
SHORT,2026-04-01 14:56:00+00:00,2026-04-01 14:57:00+00:00,24236.75,24259.335714285713,24259.335714285713,24220.0,2,stop,-45.17142857142608,-47.571428571426075,-0.4757142857142608
SHORT,2026-04-01 15:04:00+00:00,2026-04-01 15:06:00+00:00,24267.75,24283.746428571427,24283.746428571427,24239.875,3,stop,-31.99285714285361,-34.39285714285361,-0.34392857142853606
SHORT,2026-04-01 15:11:00+00:00,2026-04-01 15:28:00+00:00,24265.75,24254.8125,24290.99017857143,24254.8125,18,target_25pct,21.875,19.475,0.19475000000000003
SHORT,2026-04-01 15:47:00+00:00,2026-04-01 15:47:00+00:00,24286.5,24280.0625,24302.73660714286,24280.0625,1,target_25pct,12.875,10.475,0.10475000000000001
SHORT,2026-04-01 16:00:00+00:00,2026-04-01 16:12:00+00:00,24314.0,24301.4375,24330.288392857143,24301.4375,13,target_25pct,25.125,22.725,0.22725
SHORT,2026-04-01 17:10:00+00:00,2026-04-01 17:15:00+00:00,24338.5,24346.558928571427,24346.558928571427,24334.3125,6,stop,-16.11785714285361,-18.517857142853607,-0.18517857142853608
