entry,exit,entry_price,exit_price,days_held,gross_ret_pct,status
2018-06-30 00:00:00+00:00,2020-08-02 00:00:00+00:00,451.723416715371,372.180671654004,764,-17.80872740221181,
2021-06-22 00:00:00+00:00,2024-03-07 00:00:00+00:00,1867.62379953244,3868.68848305085,989,106.94495521096792,
2024-08-04 00:00:00+00:00,2026-04-20 00:00:00+00:00,2698.46006575102,2313.76751227352,624,-14.456003205681478,OPEN
