time,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,PriceUSD,SplyCur,TxCnt
2019-10-31 00:00:00+00:00,btc,721957,1.60646394,165004691372.6371,89840145.69448967,9155.27729877265,18022904.82176411,300632
2019-11-01 00:00:00+00:00,btc,790414,1.62077063,166751798016.3744,88478931.36578529,9251.38129345412,18024529.82176411,315875
2019-11-02 00:00:00+00:00,btc,634816,1.62876338,167647144918.66403,91201360.02319407,9300.19083752192,18026204.82176411,284358
2019-11-03 00:00:00+00:00,btc,610943,1.61294847,166030720096.80835,93923788.68060283,9209.63869608416,18027929.82176411,288785
2019-11-04 00:00:00+00:00,btc,757129,1.64848919,169809075765.17932,89840145.69448967,9418.36013062537,18029579.82175865,310329
2019-11-05 00:00:00+00:00,btc,782184,1.63757092,168246968452.96805,98007431.66671602,9330.78722296902,18031379.82171589,335704
2019-11-06 00:00:00+00:00,btc,831199,1.64148312,168697792662.7137,89840145.69448967,9354.93338229106,18033029.82168313,310101
2019-11-07 00:00:00+00:00,btc,799136,1.61571232,166113240511.8508,91495629.00498705,9210.74822238457,18034717.32167767,331125
2019-11-08 00:00:00+00:00,btc,728522,1.54350145,158563288531.54916,80936306.11613324,8791.33393495032,18036317.32167221,312840
2019-11-09 00:00:00+00:00,btc,709807,1.54712396,158929965624.4699,91053344.3806499,8810.78456195208,18038117.32167221,296119
2019-11-10 00:00:00+00:00,btc,594556,1.58742033,163135487790.4442,104964271.99436028,9042.89072320281,18040192.32167221,305653
2019-11-11 00:00:00+00:00,btc,704180,1.52978275,157204392968.14203,95479548.62137592,8713.20792957335,18042079.82166675,327772
2019-11-12 00:00:00+00:00,btc,682025,1.5426696,158585915731.34253,85362510.35685928,8788.95814295734,18043767.32166129,301363
2019-11-13 00:00:00+00:00,btc,746140,1.5361222,158199619871.92133,85362510.35685928,8766.72943050848,18045454.82165583,316690
2019-11-14 00:00:00+00:00,btc,746968,1.51523438,156029084690.90356,106861216.66895716,8645.43580362361,18047567.32165037,346544
2019-11-15 00:00:00+00:00,btc,779428,1.48420069,152805221239.1656,99905752.862102,8465.87788854471,18049542.32164491,328438
2019-11-16 00:00:00+00:00,btc,666406,1.48640991,153034112554.8939,93582603.94677904,8477.69024284044,18051392.32164491,280324
2019-11-17 00:00:00+00:00,btc,598140,1.4912036,153546374435.2849,97376493.2959728,8505.16122326125,18053317.32164491,267492
2019-11-18 00:00:00+00:00,btc,696269,1.43585132,147754246709.6443,88524084.81452073,8183.53341350088,18055067.32163945,306782
2019-11-19 00:00:00+00:00,btc,823018,1.42462588,146564658339.2131,92950289.05524676,8116.82067258913,18056904.82163399,325197
2019-11-20 00:00:00+00:00,btc,702168,1.41836156,145851914668.3435,89788714.59758532,8076.55466008182,18058679.82163399,320826
2019-11-21 00:00:00+00:00,btc,803455,1.33896278,137480717894.71863,87206195.79641934,7612.2774880187,18060392.32162853,326131
2019-11-22 00:00:00+00:00,btc,790198,1.28344958,131446951419.7561,85127203.65307556,7277.52427323203,18062042.32162307,303688
2019-11-23 00:00:00+00:00,btc,681817,1.29339001,132317341014.17212,111568229.0301672,7324.83617855056,18064204.82162307,312324
2019-11-24 00:00:00+00:00,btc,557217,1.22636138,125438020111.1906,84482300.59509772,6943.38065604909,18065842.32162307,264419
2019-11-25 00:00:00+00:00,btc,678695,1.26222308,128984010381.1333,80612882.24723066,7139.04468597312,18067404.82162307,283328
2019-11-26 00:00:00+00:00,btc,784964,1.26841696,129471791489.54346,78678173.07329711,7165.43773027469,18068929.82162307,319461
2019-11-27 00:00:00+00:00,btc,812540,1.33297166,136015452003.775,89641525.05892047,7526.86381654004,18070667.32161215,312560
2019-11-28 00:00:00+00:00,btc,716192,1.31736129,134394712380.75812,105119198.45038874,7436.3363817066,18072704.82160669,316000
2019-11-29 00:00:00+00:00,btc,730014,1.37249236,140035753824.32825,87706815.88498695,7747.73804208066,18074404.82160669,305085
2019-11-30 00:00:00+00:00,btc,683831,1.33947241,136585605232.84554,81257785.3052085,7556.19372121567,18075979.82160668,284912
2019-12-01 00:00:00+00:00,btc,593329,1.31531292,134095575599.21852,89641525.05892047,7417.72720601987,18077717.32160668,268135
2019-12-02 00:00:00+00:00,btc,749060,1.29871273,132311649481.68288,93510943.40678756,7318.31252180012,18079529.82160122,318601
2019-12-03 00:00:00+00:00,btc,744688,1.29767248,132111542796.43443,101894683.16049951,7306.44623331385,18081504.82160122,333969
2019-12-04 00:00:00+00:00,btc,749562,1.28246605,130473486507.8814,107698810.68230017,7215.02034482759,18083592.32159576,332204
2019-12-05 00:00:00+00:00,btc,746859,1.31656246,133905907021.29042,93362398.66941904,7404.0867949737,18085404.8215903,319133
2019-12-06 00:00:00+00:00,btc,748047,1.34019312,136272863879.84612,92816137.37716064,7534.2083559322,18087217.32158484,311069
2019-12-07 00:00:00+00:00,btc,642350,1.33632666,135886841741.42656,99217250.29972345,7512.06140263004,18089154.82158484,282629
2019-12-08 00:00:00+00:00,btc,587017,1.33937263,136206094715.73811,94736471.25392948,7528.94026943308,18091004.82158484,278763
2019-12-09 00:00:00+00:00,btc,803439,1.30638835,132805669774.6542,94736471.25392948,7340.22745908825,18092854.82157938,316995
2019-12-10 00:00:00+00:00,btc,803226,1.28784015,130862566069.28896,94736471.25392948,7232.09178375219,18094704.82154116,321466
2019-12-11 00:00:00+00:00,btc,771631,1.28292787,130302159494.60497,84494690.57782899,7200.46444599649,18096354.8215357,288155
2019-12-12 00:00:00+00:00,btc,722853,1.28218893,130176306232.1156,85134801.87008528,7192.84902425482,18098017.32153024,310072
2019-12-13 00:00:00+00:00,btc,746512,1.29164777,131132158335.25366,97296916.4229546,7244.90372004676,18099917.32152478,329512
2019-12-14 00:00:00+00:00,btc,623464,1.26106197,127999800420.60497,96656805.13069834,7071.10709029807,18101804.82151478,291279
2019-12-15 00:00:00+00:00,btc,657604,1.26826677,128738145823.27988,79373800.23977876,7111.28666995909,18103354.82144478,258366
2019-12-16 00:00:00+00:00,btc,777556,1.22841184,124607959806.08746,100497472.884236,6882.39579532437,18105317.32143932,330126
2019-12-17 00:00:00+00:00,btc,875713,1.18120445,119669002105.71834,90255692.20813552,6608.96197983635,18107079.82143386,314849
2019-12-18 00:00:00+00:00,btc,751472,1.30300236,131915496849.08092,85774913.16234156,7284.6254836353,18108754.8214284,318200
2019-12-19 00:00:00+00:00,btc,725702,1.27839546,129422222016.77724,100640144.00517271,7146.16763763881,18110717.32142294,319162
2019-12-20 00:00:00+00:00,btc,708265,1.28507153,130125371827.7286,100413778.96363248,7184.21917206312,18112667.32141748,332107
2019-12-21 00:00:00+00:00,btc,610208,1.27731542,129345551109.71738,113287340.36922646,7140.29801127995,18114867.32141748,305042
2019-12-22 00:00:00+00:00,btc,589250,1.33772206,135504182500.0066,108781593.87726855,7479.40240789012,18116979.82141748,282133
2019-12-23 00:00:00+00:00,btc,727796,1.30974111,132661061513.20563,92045964.0499964,7321.7487238457,18118767.32141202,313917
2019-12-24 00:00:00+00:00,btc,649535,1.29430833,131111985464.01056,80459758.78496182,7235.62908381064,18120329.82140656,283750
2019-12-25 00:00:00+00:00,btc,537049,1.28852354,130317953564.1928,82390792.9958009,7191.17416569258,18121929.82140656,241535
2019-12-26 00:00:00+00:00,btc,653003,1.28945009,130395775601.22533,107494237.73670918,7194.63975832846,18124017.32140656,302825
2019-12-27 00:00:00+00:00,btc,721861,1.29743017,131179357399.31564,93333320.1905558,7237.15044728229,18125829.8214011,325259
2019-12-28 00:00:00+00:00,btc,611206,1.30991222,132452581795.07286,95908032.4716746,7306.64330829924,18127692.3214011,291276
2019-12-29 00:00:00+00:00,btc,589993,1.32663778,134006582388.63812,99770100.89335278,7391.578521391,18129629.8214011,281440
2019-12-30 00:00:00+00:00,btc,735877,1.29751611,131081294265.51051,106850559.66642946,7229.3971006429,18131704.82139564,326626
2019-12-31 00:00:00+00:00,btc,657164,1.28681852,129970082372.677,93333320.1905558,7167.39505464641,18133517.32139018,289968
2020-01-01 00:00:00+00:00,btc,524360,1.28743526,130044373322.33379,112929774.50430363,7170.63186879018,18135692.32139018,251867
2020-01-02 00:00:00+00:00,btc,671016,1.24755453,125997729470.88753,96717718.31238092,6946.82526914085,18137454.82135472,291935
2020-01-03 00:00:00+00:00,btc,721747,1.31328518,132696546617.9412,115924073.72193182,7315.3093603156,18139567.32134926,323153
2020-01-04 00:00:00+00:00,btc,611397,1.31850725,133217241900.65343,115238132.457305,7343.16419438925,18141667.32134926,282301
2020-01-05 00:00:00+00:00,btc,597061,1.31891454,133275140628.50085,111808426.13417092,7345.53069181765,18143704.82134926,288212
2020-01-06 00:00:00+00:00,btc,724219,1.39343235,140913446583.57416,92602070.72462,7765.7977346581,18145392.3213438,297843
2020-01-07 00:00:00+00:00,btc,775757,1.45871525,147650387097.9029,120725662.57431954,8136.08684190532,18147592.32133834,347212
2020-01-08 00:00:00+00:00,btc,754553,1.44434936,146278447249.1157,97403659.57700774,8059.69952887201,18149367.32133834,318633
2020-01-09 00:00:00+00:00,btc,773570,1.40023893,141891415486.24527,107692778.54641,7817.13609322034,18151329.82132742,322838
2020-01-10 00:00:00+00:00,btc,792103,1.45520178,147582148237.8166,102205248.42939548,8129.81791992987,18153192.32132196,332463
2020-01-11 00:00:00+00:00,btc,640445,1.43755242,145822905688.42953,111808426.13417092,8032.00549503215,18155229.82132196,303555
2020-01-12 00:00:00+00:00,btc,581504,1.46084233,148244692101.63885,103577130.9586491,8164.54999316189,18157117.32132196,278853
2020-01-13 00:00:00+00:00,btc,705443,1.45276596,147485275164.18643,98089600.84163456,8121.92566762127,18158904.82132196,299786
2020-01-14 00:00:00+00:00,btc,850757,1.57463765,160362182649.78302,99850250.9686384,8830.16787346581,18160717.3213165,346978
2020-01-15 00:00:00+00:00,btc,759192,1.56868373,160038851605.64972,110915119.3661842,8811.44820251315,18162604.82130558,328833
2020-01-16 00:00:00+00:00,btc,739283,1.55078627,158371394895.9236,116791417.08094886,8718.68699801286,18164592.32130012,326587
2020-01-17 00:00:00+00:00,btc,756728,1.58368313,161910403912.36755,116791417.08094886,8912.54190414962,18166579.82129466,323884
2020-01-18 00:00:00+00:00,btc,649187,1.58583813,162209239871.51685,96958912.29361787,8928.1807565751,18168229.82129466,290970
2020-01-19 00:00:00+00:00,btc,622774,1.54314165,157850148001.62515,110180582.1518386,8687.35483664524,18170104.82129466,282105
2020-01-20 00:00:00+00:00,btc,741539,1.53413892,156938136300.68027,111649656.58052978,8636.2587862069,18172004.8212692,312967
2020-01-21 00:00:00+00:00,btc,756250,1.5503965,158674065182.0027,112384193.79487535,8730.86756019871,18173917.3212692,311835
2020-01-22 00:00:00+00:00,btc,771727,1.53544323,157183091622.76913,114587805.43791208,8647.90047399182,18175867.32126374,326380
2020-01-23 00:00:00+00:00,btc,789764,1.48547764,152082924891.57297,116791417.08094886,8366.38461396844,18177854.82126374,337280
2020-01-24 00:00:00+00:00,btc,720051,1.49494018,153135182382.82776,111649656.58052978,8423.39095815313,18179754.82125828,311823
2020-01-25 00:00:00+00:00,btc,665971,1.4807681,151723062490.33075,120464103.15267676,8344.77456896552,18181804.82125828,283292
2020-01-26 00:00:00+00:00,btc,544915,1.52095733,155903844151.0003,105038821.65141945,8573.87480958504,18183592.32125828,256739
2020-01-27 00:00:00+00:00,btc,726725,1.5779271,161883952905.72916,94755300.65058112,8901.95928486265,18185204.82125828,285400
2020-01-28 00:00:00+00:00,btc,812560,1.64585254,169091413723.46133,107492950.68599442,9297.3883176505,18186979.82125282,339784
2020-01-29 00:00:00+00:00,btc,767507,1.64528656,169374825966.0464,123011831.71279211,9311.94754354179,18188979.82125282,340075
2020-01-30 00:00:00+00:00,btc,765495,1.67702648,172976113948.88013,119936535.91997232,9508.92096493279,18190929.82124736,332584
2020-01-31 00:00:00+00:00,btc,762130,1.64732688,170234553906.81723,110710648.541513,9357.28478240795,18192729.82124736,329369
2020-02-01 00:00:00+00:00,btc,743933,1.650978,170699826042.5783,116092416.17894764,9381.88602863822,18194617.3212419,304884
2020-02-02 00:00:00+00:00,btc,706042,1.64356756,169943267782.81882,109941824.59330806,9339.38706312098,18196404.8212419,292383
2020-02-03 00:00:00+00:00,btc,879860,1.6319591,168876392941.6707,113785944.3343328,9279.81252051432,18198254.8212419,336226
2020-02-04 00:00:00+00:00,btc,764885,1.61069803,166740743006.20743,101484761.16305356,9161.62719772063,18199904.8212409,307816
2020-02-05 00:00:00+00:00,btc,823713,1.69086813,175250308848.13208,122243007.76458718,9628.13677586207,18201892.3212109,363153
2020-02-06 00:00:00+00:00,btc,765225,1.70571675,177289768826.43756,103791233.00766842,9739.2804364699,18203579.8212109,321928
2020-02-07 00:00:00+00:00,btc,865396,1.7097118,178417196310.33414,106866528.80048823,9800.27939982466,18205317.32121089,333319
2020-02-08 00:00:00+00:00,btc,709380,1.72664271,180455462436.1386,106866528.80048823,9911.29340841613,18207054.82121089,315526
2020-02-09 00:00:00+00:00,btc,695691,1.76640757,184840742312.64767,117630064.07535753,10151.0832026885,18208967.32121089,318974
2020-02-10 00:00:00+00:00,btc,703356,1.71346985,179780570081.514,93796521.681004,9872.36187305669,18210492.32121089,295461
2020-02-11 00:00:00+00:00,btc,885934,1.7792319,187081233587.23752,114210895.7545908,10272.2225558738,18212342.32121089,361869
2020-02-12 00:00:00+00:00,btc,822547,1.79208365,188700718413.703,109742275.1892226,10360.1352229106,18214117.32121089,350973
2020-02-13 00:00:00+00:00,btc,815808,1.76851563,186448589139.1426,108969442.26535484,10235.4973226184,18215879.82121089,336765
2020-02-14 00:00:00+00:00,btc,741471,1.7883096,188763431392.39105,104332444.72214828,10361.6156901812,18217567.32121089,329123
2020-02-15 00:00:00+00:00,btc,736640,1.71075719,180585098507.11853,109742275.1892226,9911.72432700175,18219342.32121089,316931
2020-02-16 00:00:00+00:00,btc,655188,1.71695434,181337408895.616,109742275.1892226,9952.04661157218,18221117.32121089,299527
2020-02-17 00:00:00+00:00,btc,773751,1.67061779,176455532970.7746,121334769.04723918,9683.0796277031,18223079.82121089,337935
2020-02-18 00:00:00+00:00,btc,783570,1.75425426,185808950969.89783,115924938.5801648,10195.3037904734,18224954.82121089,327054
2020-02-19 00:00:00+00:00,btc,792783,1.65794069,175632690004.13687,108969442.26535484,9636.00229865576,18226717.32121089,340104
2020-02-20 00:00:00+00:00,btc,766448,1.65435215,175247351456.81827,97376948.40733844,9614.03012244302,18228292.32121089,311982
2020-02-21 00:00:00+00:00,btc,768521,1.66881312,176865876880.39227,119016270.27563588,9701.79750268849,18230217.32121089,341390
2020-02-22 00:00:00+00:00,btc,660812,1.66379813,176399792167.0473,114379272.73242924,9675.24905756868,18232067.32120809,300166
2020-02-23 00:00:00+00:00,btc,622397,1.71384131,181843236236.80328,109742275.1892226,9972.84242308591,18233842.32120809,289114
2020-02-24 00:00:00+00:00,btc,758122,1.65765413,175937259068.28143,108969442.26535484,9648.00788310929,18235604.82120809,328045
2020-02-25 00:00:00+00:00,btc,743278,1.60369037,170415547339.4431,111005384.3400511,9344.28714009351,18237404.82120263,339313
2020-02-26 00:00:00+00:00,btc,778003,1.51151916,160483857843.0548,104700775.42728595,8798.88894856809,18239104.82120263,328537
2020-02-27 00:00:00+00:00,btc,777389,1.50901158,160137770415.14587,113169220.49861053,8779.02948188194,18240942.32120263,338194
2020-02-28 00:00:00+00:00,btc,778213,1.50435395,159636352746.77155,121637665.56993525,8750.59344599649,18242917.32120263,361653
2020-02-29 00:00:00+00:00,btc,679597,1.47581569,156577275161.4932,107010351.35582905,8582.09029964933,18244654.8212026,309086
2020-03-01 00:00:00+00:00,btc,674209,1.46928146,155860614930.0949,136264979.78404152,8541.77389392169,18246867.32120187,312717
2020-03-02 00:00:00+00:00,btc,829550,1.53109223,162527106819.9153,114708937.78430596,8906.21475645821,18248729.82116911,341655
2020-03-03 00:00:00+00:00,btc,840712,1.50704354,160036426101.82803,117788372.35569674,8768.81061420222,18250642.32116365,346828
2020-03-04 00:00:00+00:00,btc,857423,1.50859699,159827648015.21225,128566393.35556456,8756.36957218001,18252729.82115819,350503
2020-03-05 00:00:00+00:00,btc,793221,1.56090164,165435942800.14697,125486958.78417374,9062.61580274693,18254767.32115273,350421
2020-03-06 00:00:00+00:00,btc,804945,1.57478419,166995631895.5666,119328089.64139213,9147.08505897136,18256704.82114727,338758
2020-03-07 00:00:00+00:00,btc,682432,1.53210003,162471226444.75668,120867806.92708752,8898.30695675044,18258667.32114727,313782
2020-03-08 00:00:00+00:00,btc,654911,1.39731984,148086770498.23337,121637665.56993525,8109.61454114553,18260642.32114727,304534
2020-03-09 00:00:00+00:00,btc,809850,1.36296685,144207873678.32483,120142063.4511651,7896.38531987142,18262517.32111181,347351
2020-03-10 00:00:00+00:00,btc,807778,1.3667676,144468246215.19913,108616241.39191228,7909.92787545295,18264167.32111181,329508
2020-03-11 00:00:00+00:00,btc,728889,1.37532279,145017268327.98505,97919187.31543608,7939.34133477499,18265654.82111181,290284
2020-03-12 00:00:00+00:00,btc,909601,0.87746909,90594467680.79959,124250397.34983888,4959.31341437756,18267542.32111181,346057
2020-03-13 00:00:00+00:00,btc,786409,1.00230839,102812902144.09328,102856289.19688664,5627.69238836938,18269104.82111181,279662
2020-03-14 00:00:00+00:00,btc,772769,0.91943052,94005928118.49551,105324840.13761193,5145.17250642899,18270704.82107905,276029
2020-03-15 00:00:00+00:00,btc,629326,0.9586443,97913564614.60316,97919187.31543608,5358.61066335476,18272192.32107905,224876
2020-03-16 00:00:00+00:00,btc,725120,0.9005596,91604630050.69981,97919187.31543608,5012.92738778492,18273679.82107905,269587
2020-03-17 00:00:00+00:00,btc,765477,0.97465625,98992369512.90936,101210588.56973644,5416.7547106955,18275217.32107359,279277
2020-03-18 00:00:00+00:00,btc,633373,0.97098752,98555627712.75357,82285031.35750929,5392.48783594389,18276467.32104359,233212
2020-03-19 00:00:00+00:00,btc,709786,1.11612479,113387305928.47572,88044983.55253497,6203.5516320865,18277804.82103267,265543
2020-03-20 00:00:00+00:00,btc,734614,1.11275432,112858311337.38544,89690684.17968515,6174.14947603741,18279167.32100537,282852
2020-03-21 00:00:00+00:00,btc,637554,1.11317824,112898621139.26904,102033438.88331154,6175.83102220924,18280717.32099991,238359
2020-03-22 00:00:00+00:00,btc,579901,1.05120625,106596093106.52202,104501989.82403682,5830.56097960257,18282304.82099991,215499
2020-03-23 00:00:00+00:00,btc,667486,1.16908967,118595581239.08948,92159235.12041044,6486.40865733489,18283704.82099991,256978
2020-03-24 00:00:00+00:00,btc,736233,1.21902362,123884332494.96886,108616241.39191228,6775.05761893629,18285354.82099991,280363
2020-03-25 00:00:00+00:00,btc,587460,1.20405859,122336150605.96745,75702228.84890854,6689.96901285798,18286504.82099991,219772
2020-03-26 00:00:00+00:00,btc,889704,1.21539093,123528980419.07896,111836546.3991491,6754.46033606078,18288504.82096715,286521
2020-03-27 00:00:00+00:00,btc,807651,1.168733,118719519155.59431,107197274.86378048,6490.79541502046,18290442.32096169,273175
2020-03-28 00:00:00+00:00,btc,627230,1.12273873,113993258453.11453,93365368.42974424,6231.81989023963,18292129.82096169,241957
2020-03-29 00:00:00+00:00,btc,591287,1.06488351,108023566970.573,104430893.57697324,5904.85758679135,18294017.32096169,234751
2020-03-30 00:00:00+00:00,btc,770915,1.16111925,117768692186.59364,101664512.29016598,6436.90570017534,18295854.82095623,278279
2020-03-31 00:00:00+00:00,btc,816889,1.16086021,117698734312.41174,109963656.15058772,6432.3832421391,18297842.32092347,288338
2020-04-01 00:00:00+00:00,btc,824108,1.20232747,121567284407.78577,105814084.22037683,6643.11000870836,18299754.82092347,285331
2020-04-02 00:00:00+00:00,btc,798186,1.2293196,124318508345.339,105814084.22037683,6792.74222209234,18301667.32089617,300020
2020-04-03 00:00:00+00:00,btc,750332,1.22207588,123582214925.00829,91290582.4646388,6751.90255178258,18303317.32089071,276158
2020-04-04 00:00:00+00:00,btc,657862,1.24154011,125574021300.844,108580465.50718407,6859.98916867329,18305279.82089071,255653
2020-04-05 00:00:00+00:00,btc,596364,1.22896481,124322577425.2926,121029181.2978167,6790.81247264758,18307467.32089071,237774
2020-04-06 00:00:00+00:00,btc,780832,1.31870276,133622754419.986,88524201.17783155,7298.17374517826,18309067.32088525,282652
2020-04-07 00:00:00+00:00,btc,938358,1.29919781,131613224221.5547,116188014.04590404,7187.59333664524,18311167.32085239,310534
2020-04-08 00:00:00+00:00,btc,760207,1.33180003,135006761796.008,103260704.52088556,7372.19476399766,18312967.32084693,283150
2020-04-09 00:00:00+00:00,btc,730620,1.3184332,133691006813.91692,112650577.8263946,7299.57918790181,18314892.32084693,289249
2020-04-10 00:00:00+00:00,btc,735297,1.24393645,125650890516.87971,119234053.15391116,6859.82267475161,18316929.82084693,286082
2020-04-11 00:00:00+00:00,btc,634944,1.24828502,126092446156.63509,116308064.11945938,6883.18222895967,18318917.32084693,249141
2020-04-12 00:00:00+00:00,btc,618062,1.26554137,127854957413.5737,111919080.56778164,6978.66628661601,18320829.82084693,232510
2020-04-13 00:00:00+00:00,btc,764583,1.24500204,125761070198.93243,125086031.2228148,6863.57553319696,18322967.32084693,281944
2020-04-14 00:00:00+00:00,btc,843493,1.24727346,125994705942.76488,122891539.44697596,6875.53850344828,18325067.32084693,303129
2020-04-15 00:00:00+00:00,btc,926278,1.20252464,121426285928.7838,123623036.70558888,6625.47577510228,18327179.82081963,309402
2020-04-16 00:00:00+00:00,btc,880665,1.29329091,130646051882.06584,112650577.8263946,7127.79228223261,18329104.82081895,321911
2020-04-17 00:00:00+00:00,btc,844316,1.28483033,129806876584.3978,92900151.8438449,7081.39519842197,18330692.32081895,287202
2020-04-18 00:00:00+00:00,btc,847811,1.31739282,133146355855.414,115576566.86084642,7262.79234360023,18332667.32081895,285552
2020-04-19 00:00:00+00:00,btc,718815,1.29699559,131096633928.62564,111187583.3091687,7150.2442154588,18334567.32081895,254065
2020-04-20 00:00:00+00:00,btc,842251,1.24397211,125665595004.13223,117771058.63668528,6853.27341478667,18336579.82081895,307154
2020-04-21 00:00:00+00:00,btc,818062,1.2473842,125992868717.38625,116039619.81187668,6870.42369865576,18338442.32081895,311455
2020-04-22 00:00:00+00:00,btc,762361,1.29301523,130648436527.64308,103923467.23346885,7123.65691992987,18340079.82081895,283681
2020-04-23 00:00:00+00:00,btc,935989,1.35798226,137354908752.06412,112649865.24543951,7488.60516528346,18341854.82081895,327396
2020-04-24 00:00:00+00:00,btc,893187,1.3603772,137695605129.5817,114236483.06579782,7506.44331648159,18343654.82081895,317682
2020-04-25 00:00:00+00:00,btc,813456,1.36573263,138282481992.70456,107890011.7843646,7537.73820911748,18345354.82081895,278517
2020-04-26 00:00:00+00:00,btc,724250,1.39182404,140980122465.1078,108683320.69454376,7684.06852168322,18347067.32081895,257046
2020-04-27 00:00:00+00:00,btc,876229,1.40592618,142707868307.3903,111856556.33526036,7777.49151858562,18348829.82081895,311090
2020-04-28 00:00:00+00:00,btc,926669,1.40416612,142583524348.09668,122169572.16758937,7769.89969842197,18350754.82081895,326468
2020-04-29 00:00:00+00:00,btc,911617,1.57124906,160802206508.21957,115029791.97597696,8761.83716954997,18352567.32081895,330308
2020-04-30 00:00:00+00:00,btc,947585,1.54783671,158808556147.54883,107096702.87418544,8652.4109912332,18354254.82081895,320861
2020-05-01 00:00:00+00:00,btc,955523,1.58149669,162552358585.9274,111856556.33526036,8855.53525827002,18356017.32081895,330551
2020-05-02 00:00:00+00:00,btc,970554,1.60183196,164803746448.9257,117409718.70651443,8977.28170537697,18357867.32081895,292646
2020-05-03 00:00:00+00:00,btc,909805,1.58639791,163344877181.00287,133275896.91009754,8896.7956383986,18359967.32081895,283545
2020-05-04 00:00:00+00:00,btc,889636,1.58241067,163089932635.14145,125342807.80830598,8881.95430450029,18361942.32079165,324017
2020-05-05 00:00:00+00:00,btc,970464,1.59959352,165015950017.1822,126330903.87563804,8985.8795993571,18363917.32079165,327645
2020-05-06 00:00:00+00:00,btc,972369,1.64574813,170192827716.01007,123288445.65559772,9266.8130730567,18365842.32079165,334650
2020-05-07 00:00:00+00:00,btc,1020443,1.76246608,183562058560.50375,117684425.39852506,9993.75317685564,18367679.82079165,343684
2020-05-08 00:00:00+00:00,btc,949216,1.73504927,181109783310.85468,109678682.17413558,9859.32360461718,18369392.32079165,324693
2020-05-09 00:00:00+00:00,btc,906900,1.68527866,175946177530.54236,108878107.85169664,9577.33892238457,18371092.32078165,310119
2020-05-10 00:00:00+00:00,btc,869262,1.53444392,160123200654.1847,136097634.81462088,8715.03329322034,18373217.32078165,283795
2020-05-11 00:00:00+00:00,btc,999192,1.51427708,157871609470.3379,125690168.62291455,8591.65288433665,18374998.57078164,311653
2020-05-12 00:00:00+00:00,btc,954129,1.55398556,162025014405.08948,116883851.07608612,8817.25068112215,18375911.07078164,342304
2020-05-13 00:00:00+00:00,btc,858458,1.64026769,171325501477.10483,95268344.37023447,9322.99720204559,18376654.82078164,299956
2020-05-14 00:00:00+00:00,btc,880861,1.72149026,180121529585.91864,91265472.75803976,9801.26948772647,18377367.32078164,268116
2020-05-15 00:00:00+00:00,btc,895670,1.63770129,171410710236.33826,100071790.3048682,9326.87585891292,18378148.57078164,311224
2020-05-16 00:00:00+00:00,btc,880534,1.64923495,172678841534.62964,100872364.62730716,9395.4753893045,18378936.07078164,295280
2020-05-17 00:00:00+00:00,btc,763444,1.69855053,177960818089.3417,81658580.88877237,9682.5324811806,18379573.57078164,236007
2020-05-18 00:00:00+00:00,btc,970423,1.7030904,178783137073.02304,102473513.27218504,9726.85002209235,18380373.57078164,275691
2020-05-19 00:00:00+00:00,btc,890493,1.70545218,179292877588.7186,92066047.08047871,9754.20146201052,18381092.32078164,272964
2020-05-20 00:00:00+00:00,btc,865708,1.66337697,174915846484.68948,86731596.76375672,9515.702550263,18381811.07078164,276199
2020-05-21 00:00:00+00:00,btc,928630,1.58611169,166708415917.14926,98579623.70355073,9068.80122933957,18382629.82077618,302259
2020-05-22 00:00:00+00:00,btc,797526,1.60231403,168424610263.70425,83529299.47400093,9161.81503389831,18383323.57077071,278942
2020-05-23 00:00:00+00:00,btc,848702,1.60568496,168833062758.505,89549429.16582084,9183.66212507305,18384067.32076525,267042
2020-05-24 00:00:00+00:00,btc,807939,1.54008682,161900721760.6346,87291880.53138837,8806.23065715956,18384792.32076525,216545
2020-05-25 00:00:00+00:00,btc,828919,1.55903037,163800615663.85913,94064526.43468578,8909.19258153127,18385573.57076525,267395
2020-05-26 00:00:00+00:00,btc,852839,1.54624899,162445913210.84167,93312010.2232083,8835.13725336061,18386348.57076525,286759
2020-05-27 00:00:00+00:00,btc,913075,1.60359036,168593394454.69797,103847237.18389316,9169.05743921683,18387211.07074865,299984
2020-05-28 00:00:00+00:00,btc,866559,1.67222784,175941484285.8252,98579623.70355073,9568.26185300994,18388029.82074308,299064
2020-05-29 00:00:00+00:00,btc,852420,1.64770853,173450984634.78247,95569558.85764076,9432.41333343074,18388823.57074308,282773
2020-05-30 00:00:00+00:00,btc,902498,1.69215433,178228052044.65002,117392528.99048796,9691.68049117475,18389798.57073751,284116
2020-05-31 00:00:00+00:00,btc,801889,1.64704955,173497171389.7032,112877431.72162303,9433.94384663939,18390736.07073751,258529
2020-06-01 00:00:00+00:00,btc,870833,1.77456298,187578142707.61475,100837172.3379832,10199.1350542373,18391573.57071021,302044
2020-06-02 00:00:00+00:00,btc,899961,1.65555855,174954690421.54977,97074591.28059576,9512.34653302163,18392379.82071021,308948
2020-06-03 00:00:00+00:00,btc,950153,1.67699652,177352731439.34332,104599753.39537065,9642.27340035067,18393248.57070464,311153
2020-06-04 00:00:00+00:00,btc,884109,1.70498933,180508843644.39648,108319274.22458892,9813.36067913501,18394192.32069918,315771
