time,btc_A_MVRV_Z,btc_B_AddrMomentum,btc_C_HashRibbon,btc_D_Ensemble,btc_Buy_and_Hold,eth_A_MVRV_Z,eth_B_AddrMomentum,eth_C_HashRibbon,eth_D_Ensemble,eth_Buy_and_Hold
2018-02-27 00:00:00+00:00,10000.0,10000.0,11243.042989809475,10000.0,11242.330998841662,10000.0,10000.0,9497.243591129494,10000.0,9497.147432273452
2018-02-28 00:00:00+00:00,10000.0,10000.0,10876.774711115178,10000.0,10876.08591490936,10000.0,10000.0,9239.701152053798,10000.0,9239.60760079501
2018-03-01 00:00:00+00:00,10000.0,10000.0,11527.465228649711,10000.0,11526.73522600434,10000.0,10000.0,9434.82915102319,10000.0,9434.73362410852
2018-03-02 00:00:00+00:00,10000.0,10000.0,11622.891473936752,10000.0,11622.155428209915,10000.0,10000.0,9283.431533868557,10000.0,9283.337539843038
2018-03-03 00:00:00+00:00,10000.0,10000.0,12057.26713934042,10000.0,12056.503585798244,10000.0,10000.0,9272.954937880464,10000.0,9272.861049929666
2018-03-04 00:00:00+00:00,10000.0,10000.0,12096.209668029418,10000.0,12095.443648364084,10000.0,10000.0,9346.140637910501,10000.0,9346.046008960158
2018-03-05 00:00:00+00:00,10000.0,10000.0,12178.60483381009,10000.0,12177.833596285685,10000.0,10000.0,9242.795510317635,10000.0,9242.701927728707
2018-03-06 00:00:00+00:00,10000.0,10000.0,11267.238331850558,10000.0,11266.524808658329,10000.0,10000.0,8816.665771959824,10000.0,8816.576503901506
2018-03-07 00:00:00+00:00,10000.0,10000.0,10450.505880718272,10000.0,10449.844078944243,10000.0,10000.0,8159.040892447539,10000.0,8158.958282790209
2018-03-08 00:00:00+00:00,10000.0,10000.0,9846.243681395703,10000.0,9845.62014588362,10000.0,10000.0,7590.143743316616,10000.0,7590.066893698873
2018-03-09 00:00:00+00:00,10000.0,10000.0,9791.014378646905,10000.0,9790.394340654555,10000.0,10000.0,7872.0426118367595,10000.0,7871.962908014799
2018-03-10 00:00:00+00:00,10000.0,10000.0,9272.262221130404,10000.0,9271.675034284406,10000.0,10000.0,7433.2387339548995,10000.0,7433.163472988229
2018-03-11 00:00:00+00:00,10000.0,10000.0,10039.422780759927,10000.0,10038.78701174718,10000.0,10000.0,7793.288452936361,10000.0,7793.209546494162
2018-03-12 00:00:00+00:00,10000.0,10000.0,9653.565495454388,10000.0,9652.954161721504,10000.0,10000.0,7561.9446304951125,10000.0,7561.868066391203
2018-03-13 00:00:00+00:00,10000.0,10000.0,9666.917664049426,10000.0,9666.305484760456,10000.0,10000.0,7487.738980173945,10000.0,7487.6631673965
2018-03-14 00:00:00+00:00,10000.0,10000.0,8676.628407980517,10000.0,8676.078940984515,10000.0,10000.0,6645.851486232485,10000.0,6645.784197500735
2018-03-15 00:00:00+00:00,10000.0,10000.0,8725.658602441115,10000.0,8725.106030497847,10000.0,10000.0,6633.192637161511,10000.0,6633.125476599628
2018-03-16 00:00:00+00:00,10000.0,10000.0,8839.961414766402,10000.0,8839.401604340628,10000.0,10000.0,6560.670931637571,10000.0,6560.604505352342
2018-03-17 00:00:00+00:00,10000.0,10000.0,8317.342913025155,10000.0,8316.81619859067,10000.0,10000.0,5978.7227036594195,10000.0,5978.662169554942
2018-03-18 00:00:00+00:00,10000.0,10000.0,8641.687611156656,10000.0,8641.140356865148,10000.0,10000.0,5841.930780382557,10000.0,5841.871631285712
2018-03-19 00:00:00+00:00,10000.0,10000.0,9008.923131832285,10000.0,9008.352621526012,10000.0,10000.0,5970.834593299672,10000.0,5970.774139061702
2018-03-20 00:00:00+00:00,10000.0,10000.0,9387.273526067638,10000.0,9386.679055872248,10000.0,10000.0,6030.511163761843,10000.0,6030.450105303216
2018-03-21 00:00:00+00:00,10000.0,10000.0,9370.43876092117,10000.0,9369.845356825123,10000.0,10000.0,6049.625752495777,10000.0,6049.564500503421
2018-03-22 00:00:00+00:00,10000.0,10000.0,9192.171396914779,10000.0,9191.589282000241,10000.0,10000.0,5851.18560541976,10000.0,5851.126362618528
2018-03-23 00:00:00+00:00,10000.0,10000.0,9256.62923052845,10000.0,9256.043033676719,10000.0,10000.0,5834.675668138558,10000.0,5834.616592499164
2018-03-24 00:00:00+00:00,10000.0,10000.0,9086.985084238846,10000.0,9086.409630483982,10000.0,10000.0,5698.8954837894125,10000.0,5698.837782913872
2018-03-25 00:00:00+00:00,10000.0,10000.0,8907.189390556256,10000.0,8906.62532276781,10000.0,10000.0,5667.859273546332,10000.0,5667.801886910017
2018-03-26 00:00:00+00:00,10000.0,10000.0,8622.869512429817,10000.0,8622.32344983671,10000.0,10000.0,5316.154751468152,10000.0,5316.100925812893
2018-03-27 00:00:00+00:00,10000.0,10000.0,8270.492165133091,10000.0,8269.968417627524,10000.0,10000.0,4889.965906517606,10000.0,4889.916395991404
