label,ticks,time_mode,trades,wins,losses,win_rate,net_pnl,final_equity,return_pct,profit_factor,max_drawdown_pct,avg_trade_pnl,score
ticks_4__opening,4,opening,75,53,22,70.66666666666667,270.2875000000203,10270.287500000048,2.702875000000482,1.2424347748091393,-2.854914826975663,3.603833333333604,4.128002558650394
ticks_6__opening,6,opening,75,53,22,70.66666666666667,270.2875000000203,10270.287500000048,2.702875000000482,1.2424347748091393,-2.854914826975663,3.603833333333604,4.128002558650394
ticks_8__opening,8,opening,74,52,22,70.27027027027027,269.5625000000203,10269.562500000047,2.695625000000468,1.2417844849816904,-2.854914826975663,3.642736486486761,4.11424966037589
ticks_8__regular,8,regular,266,181,85,68.04511278195488,279.18928571430433,10279.189285714401,2.791892857144007,1.0875981196878162,-3.0627211164841683,1.0495837808808433,2.5959216632527102
ticks_4__regular,4,regular,281,191,90,67.97153024911033,179.88214285715506,10179.882142857257,1.7988214285725723,1.0545971311222222,-3.460999118934971,0.640149974580623,1.1334430481675546
ticks_6__regular,6,regular,276,189,87,68.47826086956522,179.88214285715506,10179.882142857256,1.7988214285725501,1.0546087333640566,-3.4648246350935996,0.6517468944099821,1.1322201399303562
ticks_8__off,8,off,788,515,273,65.35532994923858,148.06607142857388,10148.06607142886,1.4806607142886063,1.018066071661627,-11.199819524689858,0.18790110587382472,-2.2586154027365737
ticks_6__off,6,off,837,556,281,66.42771804062126,-8.042857142861067,9991.957142857444,-0.08042857142556148,0.9990418489082518,-12.456012393893257,-0.009609148318830427,-4.449614420205683
ticks_4__off,4,off,870,569,301,65.40229885057471,-94.78749999999854,9905.212500000318,-0.9478749999968228,0.9888298851759922,-12.91927018688106,-0.10895114942528568,-5.581320713645271
